Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
NOFHIN00556,JAN JAGRAN TIMES,,62359.0,62359/ 94,NOT GIVEN,,,W
APENG03114,JAGRAN CITY PLUS,,110733.0,APENG/2010/38176,JAGRAN PRAKASHAN LTD,AP,HYDERABAD,W
BIHHIN05227,SAMPURNA JAGRAN,,125436.0,BIHHIN/2013/52881,NUTAN VERMA,BIH,BETTIAH,D
BIHHIN05120,DAINIK JAGRAN,,119746.0,BIHHIN/2012/47189,JAGRAN PRAKASHAN LTD,BIH,BHAGALPUR,D
BIHHIN02261,VISHWA JAGRAN,,39498.0,39498/ 81,D. R. TYAGI,BIH,GAYA,W
BIHHIN05109,DAINIK JAGRAN,,119741.0,BIHHIN/2012/47184,JAGRAN PRAKASHAN LTD,BIH,MUZAFFARPUR,D
BIHHIN05150,SAMPURNA JAGRAN,,120233.0,BIHHIN/2012/47676,NUTAN VERMA,BIH,MUZAFFARPUR,D
BIHHIN04876,SAMPURNA JAGRAN,,52396.0,52396/ 91,NUTAN VERMA,BIH,MUZAFFARPUR,F
BIHHIN04420,DAINIK JAGRAN,,75654.0,BIHHIN/2000/03097,JAGRAN PRAKASHAN LIMITED,BIH,PATNA,D
CHAHIN00427,KISHAN JAGRAN,,23578.0,23578/ 71,"HARYANA AGRO INDUSTRIES CORPORATION, CHANDIGARH",CHA,CHANDIGARH,BM
CHAHIN00377,DAINIK JAGRAN,,123184.0,CHAHIN/2013/50629,JAGRAN PRAKASHAN LTD,CHA,CHANDIGARH,D
CHHHIN17414,DEV JAGRAN NEWS,देव जागरण न्यूज,155226.0,CHHHIN/2022/82671,SMT. SOMA SINGH,CHH,DURG,W
DELHIN01008,DAINIK JAGRAN,,50755.0,50755/ 90,JAGRAN PRAKASHAN LTD,DEL,DELHI,D
DELHIN28750,DAINIK JAGRAN RASHTRIYA SANSKARAN,दैनिक जागरण राष्‍ट्रीय संस्‍करण,147276.0,DELHIN/2017/74721,JAGRAN PRAKASHAN LTD,DEL,DELHI,D
DELPUN00627,JAN JAGRAN,जन जागरण,137858.0,DELPUN/2015/65303,RAVI BHARDWAJ,DEL,DELHI,D
DELBIL05402,VIDYA JAGRAN,,83960.0,DELBIL/2003/11403,GURPINDER SINGH,DEL,DELHI,F
DELBIL05833,JANHIT JAGRAN,जनहित जागरण,89819.0,DELBIL/2005/17262,AJMAT ALI KHAN,DEL,DELHI,F
DELHIN07073,UTTRAKHAND JAGRAN,उत्तराखण्ड जागरण,59294.0,59294/ 94,SATENDER SINGH RAWAT,DEL,DELHI,F
DELHIN09860,JAGRAN UDAY,,75494.0,DELHIN/2000/02937,JAGRAN PRAKASHAN LIMITED.,DEL,DELHI,F
DELGUJ00092,SAHAKAR JAGRAN,,,,NATIONAL COOPERATIVE UNION OF INDIA,DEL,DELHI,M
DELODI00065,KRISHI JAGRAN,,144978.0,DELODI/2017/72423,M.C.DOMINIC,DEL,DELHI,M
DELKAN00054,KRISHI JAGRAN,,138340.0,DELKAN/2015/65785,M.C.DOMINIC,DEL,DELHI,M
DELTAM00107,SAHAKAR JAGRAN,,,,NATIONAL COOPERATIVE UNION OF INDIA,DEL,DELHI,M
DELENG19922,SAHAKAR JAGRAN,,,,NATIONAL COOPERATIVE UNION OF INDIA,DEL,DELHI,M
DELTEL00093,SAHAKAR JAGRAN,,,,NATIONAL COOPERATIVE UNION OF INDIA,DEL,DELHI,M
DELMAL00135,SAHAKAR JAGRAN,,,,NATIONAL COOPERATIVE UNION OF INDIA,DEL,DELHI,M
DELPUN00503,M.A.C. KRISHI JAGRAN,एम. ए. सी. कृषि जागरण,79310.0,DELPUN/1999/06753,M.C.DOMNIK,DEL,DELHI,M
DELTAM00104,KRISHI JAGRAN,,144984.0,DELTAM/2017/72429,M.C.DOMINIC,DEL,DELHI,M
DELGUJ00077,KRISHI JAGRAN,कृषि जागरण,127448.0,DELGUJ/2014/54893,M. C. DOMINIC,DEL,DELHI,M
