Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
DELHIN14114,AWAZ INDIA,आवाज़ इंडिया,89898.0,DELHIN/2006/17341,MOHD.MUSHTAQ KHAN,DEL,DELHI,D
DELURD01082,QAUMI AWAZ,क़ौमी आवाज़,36944.0,36944/ 80,ASSOCIATED JOURNALS LTD,DEL,DELHI,D
DELPUN00576,AAWAZ-E-BULAND,आवाज़-ए-बुलंद,98829.0,DELPUN/2008/26272,NATASHA M. KUMAR,DEL,DELHI,D
DELHIN08520,RASHTRIYA PRACHAND AWAZ TIMES,राष्ट्रीय प्रचंड आवाज़ टाइम्स,70908.0,70908/ 99,J.K. RATHORE,DEL,DELHI,D
DELURD01437,USMAN KI AWAZ,उस्मान की आवाज़,47382.0,47382/ 86,MOHAMMAD IRFAN,DEL,DELHI,D
DELURD03061,INSAF KI AWAZ,इंसाफ की आवाज़,131391.0,DELURD/2014/58836,NAFEESUL HASAN,DEL,DELHI,D
DELHIN29058,CHAUGAMA KI AWAZ,nan,,UR,ANKUR CHAUHAN,DEL,DELHI,D
DELHIN05964,UDYOG AWAZ,उद्योग आवाज़,53425.0,53425/ 91,AKASHDEEP PRINTERS,DEL,DELHI,D
DELURD01757,SUB KI AWAZ JADDEED,सबकी आवाज़ जदीद,50729.0,50729/ 90,SALEEM SHEERAZI,DEL,DELHI,D
DELNEP00044,NEPAL AWAZ,नेपाल आवाज,131998.0,DELNEP/2014/59443,DEVENDER KUNWAR,DEL,DELHI,D
DELHIN28494,AAM AWAZ TIMES,आम आवाज टाइम्स,139507.0,DELHIN/2016/66952,ASIF KHAN,DEL,DELHI,D
DELURD03216,SACH KI AWAZ,nan,149564.0,DELURD/2019/77009,SYED FAISAL ALI,DEL,DELHI,D
DELURD00813,MASHRIQI AWAZ,मशरिक़ी आवाज़,43025.0,43025/ 85,Z.Z.PUBLICATIONS PVT. LTD.,DEL,DELHI,D
DELURD02859,SECULAR AWAZ,सेक्युलर आवाज़,103791.0,DELURD/2009/31234,MAKHDOOM AKHTAR,DEL,DELHI,D
DELHIN27772,JAMUNAPAR KI AWAZ,जमुनापार की आवाज़,128988.0,DELHIN/2014/56433,AFZAL KHAN,DEL,DELHI,D
DELURD02798,KAYANAT KI AWAZ,कायनात की आवाज़,98468.0,DELURD/2008/25911,HENA SHABNAM,DEL,DELHI,D
DELHIN05364,BHARTIYA KISHAN AWAZ,भारतीय किसान आवाज़,53308.0,53308/ 91,FARMER WELFARE TRUST,DEL,DELHI,F
DELURD00136,GAREEB NAWAZ,गरीब नवाज़,12878.0,12878/ 66,SYED MOHD. AHMED SABRI,DEL,DELHI,F
DELHIN13710,SASHAKT AAWAZ,सशक्त आवाज,99930.0,DELHIN/2006/27373,RAJENDER KUMAR SONI,DEL,DELHI,F
DELHIN14971,GOPAL KI AWAZ,गोपाल की आवाज,98171.0,DELHIN/2008/25614,BALKRISHAN AGRAWAL,DEL,DELHI,F
DELBIL00237,BHARAT KI AWAZ,भारत की आवाज़,16300.0,16300/ 68,SHRI B R BAHL,DEL,DELHI,F
DELURD01617,AWAZ,आवाज़,14253.0,14253/ 57,ALL INDIA RADIO,DEL,DELHI,F
DELHIN08098,CHHATRON KI AWAZ,छात्रों की आवाज़,65825.0,65825/ 97,MOHD.BURHAN KHAN,DEL,DELHI,F
DELHIN10925,HIND KI AWAZ AAJTAK,हिन्द की आवाज़ आजतक,76294.0,DELHIN/2001/03737,RAJESH SHARMA,DEL,DELHI,F
DELBIL11361,LONDON CALLING INDIA LONDON KI AWAZ,लंदन कालिंग इंडिया लंदन की आवाज़,6613.0,6613/ 59,BRITISH BROADCASTING CORPORATION,DEL,DELHI,F
DELHIN15591,AWAZ SAMAJ KI BURAIYON KE KHILAAF,आवाज़ समाज की बुराइयों के खिलाफ,99016.0,DELHIN/2008/26459,PRAVEEN NIGAM,DEL,DELHI,F
DELHIN27530,SWASTIK AAWAZ INDIA KI,स्वस्तिक आवाज़ इंडिया की,126111.0,DELHIN/2013/53556,PRADEEP KUMAR JAISWAL,DEL,DELHI,M
DELHIN13217,DHARAM PRACHAND AWAZ TIMES,धरम प्रचंड आवाज़ टाइम्स,88220.0,DELHIN/2005/15663,PRAKASH,DEL,DELHI,M
DELURD01571,TIBBI AWAZ,तिब्बी आवाज़,784.0,784/ 57,DR. H. ZAINUDDIN,DEL,DELHI,M
DELBIL07453,HIND KI AWAZ TIMES,हिन्द की आवाज़ टाइम्स,107770.0,DELBIL/2010/35213,RAJ BIR TYAGI,DEL,DELHI,M
DELBIL06827,KARAMCHARI KI AWAZ,कर्मचारी की आवाज़,100418.0,DELBIL/2007/27861,AJAY MAKEN,DEL,DELHI,M
DELHIN27162,BANJARON KI AWAZ,बंजारों की आवाज़,117007.0,DELHIN/2012/44450,MUKESH KUMAR SHABANA,DEL,DELHI,M
DELHIN10466,AWAZ AUR AWAHAN,आवाज़ और आवाहन,73919.0,DELHIN/2000/01362,SHRIKRISHNA THAPLIYAL,DEL,DELHI,M
DELBIL03079,KHUKHRAYAN AWAZ,खुखरायण आवाज़,62783.0,62783/ 94,DELHI KHASHTRIYA KHUKHRAIN BIRADARI (REGD.,DEL,DELHI,M
DELHIN07688,VISHWA AWAZ,विश्व आवाज़,62824.0,62824/ 95,VISHWA GOYAL,DEL,DELHI,M
DELBIL07736,POSTMEN KI AWAZ,पोस्टमैन की आवाज़,122813.0,DELBIL/2012/50258,ALL INDIA POSTAL EMPLOYEES UNION POSTMEN & MSC/GROUP 'D',DEL,DELHI,M
DELBIL05574,PANCHAYAT KI AWAZ,पंचायत की आवाज़,84957.0,DELBIL/2004/12400,HARISH GAUR,DEL,DELHI,M
DELHIN10259,RASHTRIYA PRACHAND AWAZ TIMES,राष्ट्रीय प्रचण्ड आवाज टाइम्स,66919.0,66919/ 97,JITENDRA KUMAR,DEL,DELHI,M
DELBIL03773,MEDIA KI AWAZ,मीडिया की आवाज़,68996.0,68996/ 98,SUSHILA KUMARI,DEL,DELHI,M
DELPUS00001,D HIND AWAZ,द हिन्द आवाज़,840.0,840/ 57,ALL INDIA RADIO MINISTRY OF I AND B,DEL,DELHI,M
DELHIN02287,KARAK AWAZ,करक आवाज़,34624.0,34624/ 79,DAWLAT RAM,DEL,DELHI,M
DELBIL06736,VARISHTH NAGARIK AWAZ,वरिष्ठ नागरिक आवाज़,93789.0,DELBIL/2007/21232,SARDARI LAL,DEL,DELHI,M
DELHIN08885,UPBHOKTA KI AWAZ,nan,69837.0,69837/ 98,ANURAG DEEPAK,DEL,DELHI,M
DELBIL05309,AWAZ-E-AALAM-E-ISLAM,आवाज़-ए-आलम-ए-इस्लाम,82209.0,DELBIL/2003/09652,QARI.MOHD.MIAN MAZHARI,DEL,DELHI,M
DELHIN10556,NAUJAWAN AWAZ BHARATI,नौजवान आवाज़ भारती,82506.0,DELHIN/2000/09949,MD.RAFI ATA,DEL,DELHI,M
DELHIN28124,ALP AWAZ TIMES,अल्प आवाज टाईम्स,135543.0,DELHIN/2015/62988,TABREZ AHMED,DEL,DELHI,M
DELHIN04232,SAMAY KI AWAZ,समय की आवाज़,25557.0,25557/ 73,SHAKUNTALA ATRI,DEL,DELHI,M
DELHIN28273,NAYAK AWAZ,नायक आवाज,143047.0,DELHIN/2016/70492,ANITA SHUKLA,DEL,DELHI,M
DELBIL07863,AAM AWAZ,आम आवाज़,125097.0,DELBIL/2013/52542,ASIF KHAN,DEL,DELHI,W
DELHIN28002,AWAZ E HIND TIMES,आवाज़ ए हिन्द टाइम्स,132888.0,DELHIN/2015/60333,SHIV MOHAN,DEL,DELHI,W
DELHIN15014,BHRASHTACHAR KE KHILAAF AWAZ,भ्रष्टाचार के खिलाफ आवाज्र,95670.0,DELHIN/2008/23113,PREM CHAND DIXIT,DEL,DELHI,W
DELPUN00497,PREM DI AWAZ,प्रेम दी आवाज़,50910.0,50910/ 91,SARBJEET SINGH,DEL,DELHI,W
DELHIN28826,FARIDABAD KI AWAZ,फरीदाबाद की आवाज,148893.0,DELHIN/2017/76338,DINESH SHARMA,DEL,DELHI,W
DELHIN08669,RASHTRA KI AWAZ AAJ TAK,राष्ट्र की आवाज़ आज तक,67291.0,67291/ 97,PRAVEEN SAHANI,DEL,DELHI,W
DELURD02549,AWAZ KA SHOLA,आवाज़ का शोला,87339.0,DELURD/2005/14782,AZIMUDDIN WAIZ,DEL,DELHI,W
DELHIN09048,DELHI HARI AWAZ,डेल्ही हरी आवाज़,69979.0,69979/ 98,SHRI NIVAS SHARMA,DEL,DELHI,W
DELURD00553,HUSAINI AWAZ,हुसैनी आवाज़,25523.0,25523/ 73,IBNUL HUSSAIN,DEL,DELHI,W
DELHIN10964,AWAZ INDIA,आवाज़ इंडिया,79341.0,DELHIN/2002/06784,MOHD.MUSHTAQ KHAN,DEL,DELHI,W
DELHIN28525,RASHTRA PATH KI AWAZ,राष्ट्र पथ की आवाज,142744.0,DELHIN/2016/70189,YOGESH KUMAR,DEL,DELHI,W
DELURD03140,ZAMIR KI AWAZ,ज़मीर की आवाज़,26775.0,26775/ 74,DINA NATH RAJPAL,DEL,DELHI,W
DELHIN07261,SINGH KI AWAZ,सिंह की आवाज,59315.0,59315/ 94,ARJUN KUMAR JAIN,DEL,DELHI,W
DELHIN27330,AWAZ AAPKI,आवाज़ आपकी,118925.0,DELHIN/2012/46368,YASIR ARFAT,DEL,DELHI,W
DELPUN00408,JANTA DI AWAZ,जनता दी आवाज़,55576.0,55576/ 92,GURVINDER SINGH,DEL,DELHI,W
DELHIN05910,AZAD AWAZ TIMES,आज़ाद आवाज़ टाइम्स,59332.0,59332/ 94,MANKAN DEEP SINGH,DEL,DELHI,W
DELURD00108,QAUMI AWAZ,क़ौमी आवाज़,42880.0,42880/ 84,ASSOCIATED JOURNALS LTD,DEL,DELHI,W
DELHIN27416,DESH KI AAWAZ,देश की आवाज़,120696.0,DELHIN/2013/48140,KAUSHAL KISHOR SINHA,DEL,DELHI,W
DELHIN12158,LOGON KI AWAZ,लोगों की आवाज़,83906.0,DELHIN/2003/11349,MANISH SHARMA,DEL,DELHI,W
DELHIN09582,PREM DI AWAZ,प्रेम दी आवाज़,50915.0,50915/ 91,SARBJEET SINGH,DEL,DELHI,W
GUJGUJ14929,JAN AAWAZ,जन आवाज़,126185.0,GUJGUJ/2013/53630,NAVINKUMAR GOPALBHAI DABGAR,GUJ,AHMEDABAD,D
GUJGUJ15613,AAZADI NO AWAZ,आजादी नो अवाज,133447.0,GUJGUJ/2015/60892,BHUPENDRABHAI HARGOVANDAS PATEL,GUJ,AHMEDABAD,D
GUJGUJ11964,O.B.C. AWAZ,ओ. बी. सी. आवाज़,92519.0,GUJGUJ/2007/19962,AMBALA CHAUHAN,GUJ,AHMEDABAD,F
GUJGUJ15700,INSAF KI AWAZ,इन्साफ की आवाज,133523.0,GUJGUJ/2015/60968,DESAI NELSON SAMSON,GUJ,AHMEDABAD,F
GUJGUJ14941,HINDUSTAN KI AWAZ,हिंदुस्तान की आवाज़,125831.0,GUJGUJ/2013/53276,SATYENDRA R. MISHRA,GUJ,AHMEDABAD,W
GUJGUJ16679,AWAM KI AWAZ,nan,144000.0,GUJGUJ/2017/71445,JAVED IBRAHIMBHAI SHAIKH,GUJ,AHMEDABAD,W
GUJGUJ16410,AAZADI NO AWAZ,आजादी नो अवाज,139483.0,GUJGUJ/2015/66928,BHUPENDRABHAI HARGOVANDAS PATEL,GUJ,AHMEDABAD,W
GUJGUJ15666,HAMARE WATAN KI AWAZ,हमारे वतन की आवाज,133539.0,GUJGUJ/2015/60984,JADAV RANJITSINH RANABHAI,GUJ,AHMEDABAD,W
GUJGUJ15084,SAMAJIK AWAZ,सामाजिक आवाज़,127622.0,GUJGUJ/2014/55067,SANJAY LABHUBHAI GADHVI,GUJ,AHMEDABAD,W
GUJGUJ09462,JAN AAWAZ,जन आवाज़,81146.0,GUJGUJ/2002/08589,NAVIN KUMAR GOPALBHAI DABGAR,GUJ,AHMEDABAD,W
GUJGUJ14561,MASIHA KI AWAZ,मसीहा की आवाज़,124874.0,GUJGUJ/2013/52319,RATHOD PRABHABEN SOMABHAI,GUJ,AMRELI,F
GUJGUJ14614,MERI AAWAZ,मेरी आवाज,133137.0,GUJGUJ/2013/60582,YOGITABEN N. JANI,GUJ,AMRELI,W
GUJGUJ15968,TARAPUR NO AWAZ,nan,143776.0,GUJGUJ/2015/71221,ANJANA PATEL BHAVAESH D.,GUJ,ANAND,W
GUJGUJ15012,DEESA KI AWAZ,दीसा की आवाज,137743.0,GUJGUJ/2014/65188,PANDAYA MUKESHKUMAR DASHARATBHAI,GUJ,BANAS KANTHA,W
GUJGUJ16571,BHAVYA AWAZ,nan,143992.0,GUJGUJ/2016/71437,HETALBEN AJIT KUMAR THAKKAR,GUJ,BANAS KANTHA,W
GUJGUJ13190,JANTA KI AWAZ,जनता की आवाज़,109616.0,GUJGUJ/2010/37059,VASIMAKRAM G. MALEK,GUJ,BHARUCH,D
GUJGUJ14907,BHARUCH NO AWAZ,भरुच नो आवाज़,126113.0,GUJGUJ/2013/53558,KIRITBHAI D. KALOLIYA,GUJ,BHARUCH,F
GUJGUJ16294,JANTA KI AWAZ,जनता की आवाज,138348.0,GUJGUJ/2015/65793,VASIMAKRAM G. MALEK,GUJ,BHARUCH,W
GUJURD00057,AMAN KI AWAZ,अमन की आवाज,127365.0,GUJURD/2013/54810,THAKKAR BHAVANA,GUJ,GANDHINAGAR,D
GUJGUJ13881,GUJARAT NO AWAZ,गुजरात नो आवाज़,123485.0,GUJGUJ/2013/50930,PRAKASH R. SAXENA,GUJ,GANDHINAGAR,F
GUJGUJ17125,SOMNATH KI AAWAZ,nan,151912.0,GUJGUJ/2020/79357,SABIRA HASAN BHADARKA,GUJ,GIR SOMNATH,W
GUJGUJ07093,LOK AWAZ,लोक आवाज़,74286.0,GUJGUJ/2000/01729,SIDDHINATH PUBLICATION PVT LTD,GUJ,JAMNAGAR,D
GUJGUJ18322,BAHUJAN KI AWAZ SAMYAK VAANI,nan,,nan,BAUDDH JAYDEEP,GUJ,JAMNAGAR,M
GUJGUJ17100,GIRNAR AWAZ,गिरनार आवाज,150839.0,GUJGUJ/2019/78284,QURESHI VASIM MO. SALIM,GUJ,JUNAGADH,W
GUJGUJ15472,TIRTH NO AWAZ,तीर्थ नो अवाज,133027.0,GUJGUJ/2015/60472,PRAJAPATI SANDIP,GUJ,KHEDA,F
GUJGUJ16328,SAKSHAR NO AWAZ,nan,151563.0,UR,SHAH PRAVINBHAI CHINUBHAI,GUJ,KHEDA/ NADIAD,W
GUJGUJ15538,SATYA NO AWAZ,सत्य नो अवाज,134334.0,GUJGUJ/2015/61779,JANI RONAK KUMAR BHARATBHAI,GUJ,MEHSANA,F
GUJGUJ17265,SARDAR NO AWAZ,nan,153309.0,GUJGUJ/2020/80754,AYAZBHAI U ARAB,GUJ,NARMADA,D
GUJGUJ17146,AWAZ E BHILISTAN,nan,150870.0,GUJGUJ/2019/78315,VASAVA YOGESHCHANDRA PARMATSINH,GUJ,NARMADA,M
GUJGUJ14150,DIVYA AWAZ,दिव्या आवाज़,117513.0,GUJGUJ/2012/44956,KOTAK PRATIK MAHENDRABHAI,GUJ,PATAN,D
GUJGUJ13630,PATAN KI AWAZ,पतन की आवाज़,113056.0,GUJGUJ/2011/40499,KOTAK PRATIK MAHENDRABHAI,GUJ,PATAN,W
GUJGUJ15383,CRIME AWAZ,क्राईम आवाज,134911.0,GUJGUJ/2015/62356,THAKOR JAGDISHBHAI LILABHAI,GUJ,PATAN,W
GUJGUJ13295,SHRI SEN AWAZ,श्री सेन आवाज़,107274.0,GUJGUJ/2010/34717,SURANI SUNIL BHAILABHAI,GUJ,RAJKOT,M
GUJGUJ03222,RASHTRA AWAZ,राष्ट्र आवाज़,20533.0,20533/ 71,KANTILAL CHHAGANLAL THAKER,GUJ,RAJKOT,W
GUJGUJ17843,RAJKOT KI AAWAZ,nan,157338.0,GUJGUJ/2023/84783,MEHUL NAVINBHAI JETHAVA,GUJ,RAJKOT,W
GUJGUJ03789,SAURASHTRA NUTAN AWAZ,सौराष्ट्र नूतन आवाज़,15037.0,15037/ 67,JADURAM PRABHUDAS AGRAVAT,GUJ,RAJKOT,W
GUJGUJ17063,SABAR AWAZ,nan,158579.0,GUJGUJ/2019/86024,PARMAR MAGANBHAI DHULABHAI,GUJ,SABAR KANTHA,F
GUJGUJ14900,JAFARI AAWAZ,जाफरी आवाज,127625.0,GUJGUJ/2013/55070,SHIA JAFARI MASHAYAKHI VIKAS MANDAL,GUJ,SABAR KANTHA,M
GUJGUJ16155,SACH AWAZ,सच आवाज़,140119.0,GUJGUJ/2016/67564,HIRENBHAI MAGANBHAI GONDALIYA,GUJ,SURAT,F
GUJHIN00854,BEKHAUF AAWAZ,nan,,nan,DINESH RATHI,GUJ,SURAT,F
GUJHIN00640,VIDROHI AWAZ,विद्रोही आवाज,130178.0,GUJHIN/2014/57623,UTTAM CHAND SUGANLAL JAIN,GUJ,SURAT,W
GUJHIN00810,DESH BHAKTI KI AAWAZ,nan,151353.0,GUJHIN/2020/78798,SANJAY RAMESHVAR SINGH,GUJ,SURAT,W
GUJGUJ16712,SAMRATH AAWAZ,nan,144630.0,GUJGUJ/2017/72075,RAVINDRA RAMESH JADHAV,GUJ,SURAT,W
GUJGUJ17490,SAMAY NO AWAZ,nan,,nan,SANDEEP V. TIWARI,GUJ,SURAT,W
