Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
APENG02277,THE TIMES OF INDIA,द टाइम्स ऑफ इण्डिया,75685.0,TELENG/2000/03128,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,D
APENG03350,DECCAN INDIA,nan,120103.0,nan,KAREM SIVAJI,AP,HYDERABAD,D
APTEL14686,SHINE INDIA,शाइन इंडिया,136496.0,TELTEL/2015/63941,SAEED PUBLICATIONS,AP,HYDERABAD,D
APENG03314,MARK INDIA,nan,120004.0,APENG/2012/47447,L.ASEERVADAM,AP,HYDERABAD,D
APTEL12456,STARS OF INDIA,nan,114512.0,APTEL/2011/41955,MOHD SHABUDDIN,AP,HYDERABAD,D
APENG03392,METRO INDIA,nan,124466.0,TELENG/2013/51911,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,HYDERABAD,D
APENG03083,THE INDIAN SPIRIT,दि इंडियन स्पिरिट,106442.0,UR,NAMU APPARAO,AP,HYDERABAD,D
APENG03357,INDIAN LIGHT,इंडियन लाइट,119502.0,APENG/2012/46945,MOHAMMAD ILYAS,AP,HYDERABAD,D
APENG03068,INDIAN HORIZON,nan,107866.0,APENG/2010/35309,DR.RAHIMUDDIN KEMAL,AP,HYDERABAD,D
APENG03268,THE HANS INDIA,nan,111415.0,TELENG/2011/38858,HYDERABAD MEDIA HOUSE LTD.,AP,HYDERABAD,D
APENG03326,SOUTH INDIA NEWS,nan,115175.0,APENG/2012/42618,N.V.RAMANA REDDY,AP,HYDERABAD,D
APTEL05031,INDIA GUIDE,nan,63689.0,63689/ 96,SYED IKRAMULLAH HUSSAINI,AP,HYDERABAD,F
APTEL14048,SHINE INDIA,शाइन इंडिया,129997.0,TELTEL/2014/57442,SAEED PUBLICATIONS,AP,HYDERABAD,M
APENG03405,INDIAN EX SOLDIERS INFORMATIVE BULLETIN,nan,125258.0,APENG/2013/52703,MUNAGA NAGESWARA RAO,AP,HYDERABAD,M
APBIL01834,SHADAAB INDIA,nan,123220.0,APBIL/2013/50665,MOHAMMED MAHABOOB ALI,AP,HYDERABAD,M
APENG03026,TRANSFORMING INDIA,ट्रांसफॉर्मिंग इंडिया,101960.0,APENG/2009/29403,ACCESS LIVELIHOODS CONSULTING INDIAN PRIVATE LIMITED,AP,HYDERABAD,Q
APHIN00325,NEWS WEB INDIA,nan,125251.0,APHIN/2013/52696,SUMIT KUMAR PUNDIR,AP,HYDERABAD,W
APURD01449,HAMARA INDIA,nan,63664.0,63664/ 96,ASIYA BEGUM,AP,HYDERABAD,W
APURD01961,INDIA GUIDE,nan,122615.0,APURD/2013/50060,DR. SYED IKRAMULLA HUSSAINI,AP,HYDERABAD,W
APENG02819,INDIA GULF TIMES,इण्‍डि‍या गल्‍फ टाईम्‍स,98699.0,APENG/2008/26142,ZEENATH SAJIDA,AP,HYDERABAD,W
APTEL05317,POLITICS IN INDIA,nan,66411.0,66411/ 97,Y.S.G.RAMA RAO,AP,HYDERABAD/ SECUNDERABAD,F
APTEL15994,SWAN INDIA,nan,,nan,SATYANARAYANA POSA,AP,KADAPA,M
APTEL11462,NEW INDIAN WORKER,न्यू इंडियन वर्कर,108390.0,APTEL/2010/35833,C. SUBBARAYUDU,AP,KADAPA,M
APENG01290,INDIA AND THE WORLD,इंडिया एंड द वर्ल्ड,3278.0,3278/ 58,C V K RAO,AP,KAKINADA/ EAST GODAVERI,F
APTEL11613,INDIAN VOICE,इंडियन वॉइस,108279.0,TELTEL/2010/35722,CHINTA SARATH KUMAR REDDY,AP,KARIMNAGAR,D
APENG03466,METRO INDIA,nan,124954.0,APENG/2013/52399,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,KARIMNAGAR,D
APTEL12965,THE NEWS 4 INDIA,nan,120850.0,APTEL/2012/48294,SATHARLA RAJA VIVEKANANDA,AP,KARIMNAGAR,F
APENG03462,METRO INDIA,nan,124884.0,APENG/2013/52329,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,KHAMMAM,D
APENG02559,SPIRITUAL INDIA,ळथ्žळ,91080.0,APENG/2004/18523,J.V.V.RANGA RAO,AP,KOTHAGUDEM,BM
APENG01268,THE NEW INDIAN EXPRESS,द न्यू इंडियन एक्सप्रेस,3463.0,3463/ 59,EXPRESS PUBLICATIONS (MADURAI) LTD.,AP,KRISHNA,D
APTEL12904,REAL NEWS OF INDIA,nan,126237.0,APTEL/2012/53682,CHALADI PURNA CHANDRA RAO,AP,KRISHNA,F
APTEL03326,INDIAN MEDICINE,nan,3303.0,3303/ 57,INDIAN MEDICINE HOUSE,AP,KRISHNA,M
APENG03610,THE INDIAN MAIL,nan,148388.0,APENG/2017/75833,B VINAYAKA RAO,AP,KRISHNA/ VIJAYWADA,D
APTEL00200,ANUYUGAMLO INDIA,nan,27615.0,27615/ 75,C PARDHA SARADHY,AP,KRISHNA/ VIJAYWADA,M
APTEL16109,INDIAN POWER,nan,158227.0,APTEL/2022/85672,CHANDANA MADANA VENKATA NAGA MALLESWARA RAO,AP,KRISHNA/ VIJAYWADA,M
APMUL00441,INDIAN MEDICINE HOUSE JOURNAL,nan,25436.0,25436/ 75,D. RADHAKRISHNAMURTY,AP,KRISHNA/ VIJAYWADA,M
APENG03573,THE HANS INDIA,nan,139160.0,APENG/2015/66605,HYDERABAD MEDIA HOUSE LTD.,AP,KURNOOL,D
APTEL16108,VOICE OF INDIA,nan,154582.0,APTEL/2022/82027,M MADHU,AP,KURNOOL,M
APENG00327,EDUCATIONAL INDIA,एजुकेशनल इंडिया,3166.0,3166/ 58,M. SESHACHALAM & OTHERS,AP,MACHILIPATNAM/ KRISHNA,M
APENG03460,METRO INDIA,nan,124734.0,APENG/2013/52179,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,MAHABUBNAGAR,D
APENG03458,METRO INDIA,nan,124669.0,APENG/2013/52114,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,NALGONDA,D
APTEL11434,FLASH INDIA,फ़्लैश इंडिया,105786.0,APTEL/2010/33229,KOMARAJU. SRINIVASULU,AP,NALGONDA,D
APTEL12308,FLASH INDIA,nan,109830.0,APTEL/2011/37273,KOMARAJU. SRINIVASULU,AP,NALGONDA,M
APMUL00444,INDIAN LAW & JUSTICE,nan,67632.0,67632/ 97,"B.,RATNAKARA RAO",AP,NELLORE,M
APTEL11014,AN INDIAN REPORT,एन इंडियन रिपोर्ट,107618.0,APTEL/2010/35061,PUVVALA SARATHCHANDRA BABU,AP,NELLORE,M
APTEL16492,LEADER OF INDIA,nan,,nan,M SATEESH KUMAR,AP,NELLORE,M
APENG03464,METRO INDIA,nan,124885.0,APENG/2013/52330,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,NIZAMABAD,D
APTEL13170,NAMASTHE INDIA,nan,119174.0,APTEL/2012/46617,ATMAKURI KRISHNA PRASADA RAO,AP,PIDUGURALLA,D
APENG03574,THE HANS INDIA,nan,139156.0,APENG/2015/66601,HYDERABAD MEDIA HOUSE LTD.,AP,RAJAHMUNDRY,D
APENG03184,THE INDIAN MAIL,द इंडियन मेल,112582.0,TELENG/2010/40025,B. VINAYAKA RAO,AP,RANGAREDDY,D
APENG03362,INDIAN CHRONICLE,nan,122024.0,TELENG/2013/49469,M/S. SAI KRISHNA PUBLICATIONS,AP,RANGAREDDY,D
APENG03312,INDIAN LEGISLATURE,nan,126943.0,APENG/2014/54388,SUNEEL KUMAR APPAJI,AP,RANGAREDDY,M
APENG03311,PEOPLES INDIA,nan,131925.0,TELENG/2012/59370,K.RATNAMALA,AP,RANGAREDDY,M
APTEL11433,VISION INDIA,विज़न इंडिया,103537.0,APTEL/2010/30980,K. VENKATESH,AP,RANGAREDDY,M
APTEL13058,INDIAN CINE STUNTS AND DANCE,nan,122915.0,APTEL/2013/50360,JALLA MADHUSUDHAN,AP,RANGAREDDY,M
APENG03612,THE NEW INDIAN EXPRESS,nan,145762.0,APENG/2017/73207,EXPRESS PUBLICATIONS (MADURAI) LTD.,AP,TADEPALLIGUDEM,DS
APENG03561,THE TIMES OF INDIA,दि टाइम्स ऑफ़ इंडिया,137069.0,APENG/2015/64514,"BENNETT, COLEMAN & CO.LTD",AP,VIJAYAWADA,D
APENG03334,THE HANS INDIA,nan,114527.0,APENG/2012/41970,HYDERABAD MEDIA HOUSE LTD.,AP,VIJAYAWADA,D
APENG03550,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,135334.0,ENG/2012/62779,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APENG03371,VIZAG TIMES OF INDIA,विज़ाग टाइम्स ऑफ़ इंडिया,121780.0,ENG/2012/49225,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APENG00503,THE NEW INDIAN EXPRESS,द न्यू इंडियन एक्सप्रेस,44901.0,44901/ 86,EXPRESS PUBLICATIONS (MADURAI) LTD.,AP,VISAKHAPATNAM,D
APENG03335,THE HANS INDIA,nan,114525.0,APENG/2012/41968,HYDERABAD MEDIA HOUSE LTD.,AP,VISAKHAPATNAM,D
APENG03408,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,120864.0,ENG/2012/48308,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APTEL15123,FEATURES INDIA,nan,141866.0,APTEL/2016/69311,BHARANIKANA RAMA RAO,AP,VISAKHAPATNAM,D
APTEL14719,HARSHA INDIA,हर्ष इंडिया,137899.0,APTEL/2015/65344,MERI SALONI MUTHYALA,AP,VISAKHAPATNAM,F
APBIL01125,HOBBY INDIA,nan,74744.0,APBIL/2000/02187,EKAMBARA PANDA,AP,VISAKHAPATNAM,F
APTEL15221,GREEN INDIA,nan,148495.0,APTEL/2018/75940,V. GAUTHAM PRAKASH RAO,AP,VISAKHAPATNAM,M
APENG03579,THE DANCE INDIA,nan,141171.0,APENG/2016/68616,BATHINA RANGA VIKRAM KUMAR,AP,VISAKHAPATNAM,M
APENG03463,METRO INDIA,nan,124886.0,APENG/2013/52331,INTERCONTINENTAL PUBLICATIONS PRIVATE LIMITED,AP,WARANGAL,D
APBIL00899,MEDICAL PRACTIONER'S ASSOCIATION OF INDIA JRNL OF,nan,74403.0,APBIL/2000/01846,THE PVT. MEDICAL PRACTITIONERS ASSOCIATION OF INDIA,AP,WEST GODAVARI,BM
APENG02996,GRAND INDIA,nan,110549.0,APENG/2009/37992,TOKALA RAJESH BABU,AP,WEST GODAVARI,D
APTEL14513,INDIAN JOURNALIST,nan,145580.0,APTEL/2017/73025,PACHIKALAPADU GANGANNA,AP,Y.S.R,M
ASSENG00409,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,130012.0,ASSENG/2014/57457,"BENNETT, COLEMAN & CO.LTD",ASS,GUWAHATI,D
ASSENG00408,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,130013.0,ASSENG/2014/57458,"BENNETT, COLEMAN & CO.LTD",ASS,GUWAHATI,W
ASSENG00480,THE ECHO OF INDIA,nan,154138.0,ASSENG/2022/81583,ASISH LAHA,ASS,KAMRUP METROPOLITAN/ GUWAHATI,D
ASSENG00436,INDIAN COSMOPOLITAN,nan,24626.0,24626/ 73,THE COSMOPOLITAN INSTITUTE,ASS,KAMRUP METROPOLITAN/ GUWAHATI,M
ASSENG00223,JOURNAL OF THE NORTH EAST INDIA COUNCIL FOR SOCIAL SCIENCE RESEARCH,nan,30208.0,30208/ 77,NORTH EAST INDIA COUNCIL FOR SOCIAL SCIENCE RESEARCH,ASS,SHILLONG,HY
BIHHIN03235,INDIAN STEEL VANI,nan,52335.0,52335/ 90,RAGHUNANDAN SINGH,BIH,nan,D
BIHENG00631,THE INDIAN PROUD,दि इंडियन प्राउड,133453.0,BIHENG/2012/60898,NARENDRA PRASAD SINGH,BIH,BHOJPUR,D
BIHHIN05393,BELAGAM INDIA,बेलगाम इण्डिया,149489.0,BIHHIN/2015/76934,SHAILENDRA BIHARI,BIH,BHOJPUR,M
BIHHIN11895,METRO INDIA NEWS,nan,,nan,SARITA DEVI,BIH,MUZAFFARNAGAR,W
BIHBIL00241,KAVITA INDIA,nan,58947.0,58947/ 88,DR AKHORI CHITRANJAN SAHAY,BIH,MUZAFFARPUR,W
BIHENG00654,THE INDIAN TRIBUTES,द इंडियन ट्रीब्युट्स,139395.0,BIHENG/2016/66840,MOHAMMAD GAUHAR,BIH,PATNA,D
BIHHIN04998,NAYA INDIA,nan,110757.0,BIHHIN/2011/38200,SAMVAD PARIKRAMA PVT. LTD.,BIH,PATNA,D
BIHENG00378,THE INDIAN NATION,द इंडियन नेशन,3507.0,3507/ 57,THE NEWSPAPERS AND PUBLICATIONS LTD.,BIH,PATNA,D
BIHHIN03234,INDIAN STEEL VANI,nan,52320.0,52320/ 86,nan,BIH,PATNA,D
BIHENG00569,PATNA TIMES OF INDIA,पटना टाइम्स ऑफ़ इंडिया,78791.0,BIHENG/2002/06234,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHURD00778,HALAT E INDIA,हलाते इण्डिया,140232.0,BIHURD/2016/67677,SAROJ CHOUDHARY,BIH,PATNA,D
BIHENG00545,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,44374.0,44374/ 86,"BENNETT, COLEMAN & CO.LTD",BIH,PATNA,D
BIHHIN11802,NEW INDIA HERALD,न्यू इंडिया हेराल्ड,148031.0,BIHHIN/2018/75476,RAJESH KUMAR JAIN,BIH,PATNA,D
BIHENG00643,MORNING INDIA,मॉर्निंग इंडिया,131679.0,BIHENG/2014/59124,PREM,BIH,PATNA,D
BIHENG00457,INDIAN JOURNAL OF PSYCHOMETRY & EDUCATION,nan,23508.0,23508/ 71,INDIAN PSYCHOMETIC AND EDUCATIONAL RESEARCH ASSOCIATION,BIH,PATNA,HY
BIHENG00348,VOICE OF INDIAN MUSLIMS,nan,4115.0,4115/ 61,MD.MOIN ANSARI UMEED,BIH,PATNA,M
BIHHIN05015,INDIA THIRTY DAY,nan,116213.0,BIHHIN/2011/43656,BAJRANGBALI SINGH,BIH,PATNA,M
BIHBIL02395,ALAKH INDIA,अलख इंडिया,139685.0,BIHBIL/2016/67130,AMAR NATH KUMAR,BIH,PATNA,M
BIHHIN11879,PREMIER INDIA,प्रीमियर इंडिया,153678.0,BIHHIN/2021/81123,DR. RAJESH KUMAR,BIH,PATNA,M
BIHHIN04465,DAY'S OF INDIA,nan,78880.0,BIHHIN/2002/06323,SUNIL KUMAR,BIH,PATNA,M
BIHHIN11881,INDIAN CULTURE TODAY,nan,,nan,KUMAR ANUPAM SINHA,BIH,PATNA,M
BIHHIN03920,BEKHAUF INDIA,nan,68322.0,68322/ 97,UMA SHANKAR SINGH,BIH,PATNA,Q
BIHENG00482,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,52438.0,52438/ 92,BENNETT COLEMAN & COMPANY LIMITED,BIH,PATNA,W
BIHENG00595,FINANCIAL TIMES OF INDIA,फाइनेंसियल टाइम्स ऑफ इंडिया,92253.0,BIHENG/2007/19696,M\S TIMES PUBLISHING HOUSE LTD,BIH,PATNA,W
BIHBHO00044,HAMAR INDIA,हमार इण्डिया,104734.0,BIHBHO/2010/32177,POONAM JOSHI,BIH,SAMASTIPUR,M
CHAENG01135,CHANDIGARH TIMES OF INDIA,nan,148899.0,CHAENG/2018/76344,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
CHAENG01023,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,125345.0,CHAENG/2013/52790,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,D
CHAHIN00360,NAYA INDIA,nan,117442.0,CHAHIN/2011/44885,SAMVAD PARIKRAMA PVT LTD,CHA,CHANDIGARH,D
CHAENG00922,CORPORATE PRESS RELEASES (INDIA),कॉर्पोरेट प्रेस रिलीसस,99992.0,CHAENG/2008/27435,B. ROY BARMON,CHA,CHANDIGARH,D
CHAHIN00480,INDIA NEWS,nan,,nan,GOOD MORNING INDIA MEDIA PVT. LTD.,CHA,CHANDIGARH,D
CHAENG00192,THE INDIAN EXPRESS,द इण्डियन एक्सप्रेस,31172.0,31172/ 77,THE INDIAN EXPRESS PVT. LIMITED,CHA,CHANDIGARH,D
CHAENG01055,LUDHIANA TIMES OF INDIA,लुधियाना टाइम्स ऑफ़ इंडिया,145682.0,CHAENG/2017/73127,BENNETT COLEMAN AND CO LTD,CHA,CHANDIGARH,D
CHAENG01085,INDIAN JOURNAL OF CLINICAL PSYCHOLOGY,nan,26039.0,26039/ 74,INDIAN ASSOCIATION OF CLINICAL PSYCHOLOGISTS,CHA,CHANDIGARH,HY
CHAENG00575,INDIAN JOURNAL OF MENTAL RETARDATION,nan,16286.0,16286/ 68,ALL INDIA ASSOCIATION ON MENTAL RETARDATION,CHA,CHANDIGARH,HY
CHAENG01118,ALL INDIA CRIMINAL LAW REPORTER,आल इंडिया क्रिमिनल लॉ रिपोर्टर,51139.0,51139/ 91,JAGJIT SINGH CHAWLA,CHA,CHANDIGARH,M
CHAENG01117,SUPREME DECISIONS OF INDIA,nan,42312.0,42312/ 84,BHUSHAN LAL BANSAL,CHA,CHANDIGARH,M
CHAHIN00419,INDIAN,nan,102851.0,CHAHIN/2009/30294,TEJ MEDIA PVT. LTD.,CHA,CHANDIGARH,M
CHAENG00024,ALL INDIA BANKING LAW JUDGEMENTS,nan,69556.0,69556/ 98,SHARANJIT SINGH KALRA,CHA,CHANDIGARH,M
CHAENG00023,ALL INDIA ARBITRATION & TRADEMARKS LAW REPORTER,आल इंडिया आर्बिट्रेशन एंड ट्रेडमार्क्स लॉ रिपोर्टर,69557.0,69557/ 98,SHARANJIT SINGH KALRA,CHA,CHANDIGARH,M
CHAENG00439,INDIAN CIVIL CASES,nan,64477.0,64477/ 94,MOHAN BIR SINGH,CHA,CHANDIGARH,M
CHAENG00016,ALL INDIA LAND ACQUISITION & COMPENSATION CASES,nan,46823.0,46823/ 87,NARINDER GANDHI,CHA,CHANDIGARH,M
CHAENG01101,NORTHERN INDIA TAX CASES,nan,31274.0,31274/ 77,L.B.C. PUBLICATION,CHA,CHANDIGARH,M
CHAENG00929,ALL INDIA LAND LAWS REPORTER,आल इंडिया लैंड लॉज़ रिपोर्टर,34160.0,34160/ 79,S. SHARANJIT SINGH KALRA,CHA,CHANDIGARH,M
CHAENG00014,ALL INDIA HINDU LAW REPORTER,आल इंडिया हिन्दू लॉ रिपोर्टर,46818.0,46818/ 90,JAGJIT SINGH CHAWLA,CHA,CHANDIGARH,M
CHAENG00353,THE CURRENT INDIAN STATUTES,द करंट इंडियन स्टेच्युएट्स,231.0,231/ 57,SMT SHANTA DEVI SURI,CHA,CHANDIGARH,M
CHAENG00510,INDIAN CRIMINAL JOURNAL,nan,68559.0,68559/ 97,ANIL KUMAR GULATI,CHA,CHANDIGARH,M
CHAENG00196,INDIA TEXTILE AND HOSIERY MANNUAL,nan,18073.0,18073/ 70,K.L.AHUJA,CHA,CHANDIGARH,M
CHAENG01110,STATE BANK OF INDIA CHANDIGARH CIRCLE NEWS,स्टेट बैंक ऑफ़ इंडिया चंडीगढ़ सर्किल न्यूज़,34169.0,34169/ 79,THE STATE BANK OF INDIA,CHA,CHANDIGARH,Q
CHAENG00370,POLITICAL ECONOMY JOURNAL OF INDIA,nan,51582.0,51582/ 92,CENTER FOR INDIAN DEVELOPMENT STUDIES,CHA,CHANDIGARH,Q
CHAENG00513,FEDERAL INDIA,nan,68453.0,68453/ 97,SURINDER KHULLAR,CHA,CHANDIGARH,Q
CHAENG00844,INDIAN JOURNAL OF COMMUNITY MEDICINE,इण्डियन जरनल ऑफ कॉमयूनिटी मेडिसन,93529.0,CHAENG/2007/20972,INDIAN ASSOCIATION OF PREVENTION AND SOCIAL MEDICINE,CHA,CHANDIGARH,Q
CHAENG00368,THE INDIAN EXPRESS CLASSIFIED,दि इंडियन एक्सप्रेस क्लासिफाइड,51414.0,51414/ 92,M/S. THE INDIAN EXPRESS PVT. LTD.,CHA,CHANDIGARH,TWW
CHAPUN00043,INDIA YUVA AWAZ,इंडिया युवा आवाज़,46787.0,46787/ 88,RAJINDER KUMAR GUPTA,CHA,CHANDIGARH,W
CHAENG01022,SUNDAY TIMES OF INDIA,संडे टाइम्स ऑफ़ इंडिया,125296.0,CHAENG/2013/52741,"BENNETT, COLEMAN & CO.LTD",CHA,CHANDIGARH,W
CHAENG01041,NORTH INDIA KALEIDOSCOPE,नॉर्थ इंडिया केलिडोस्कोप,128665.0,CHAENG/2014/56110,NIK MEDIA VENTURES PRIVATE LIMITED,CHA,CHANDIGARH,W
CHHHIN16795,MID INDIA TIMES,nan,72602.0,MPHIN/1999/00045,AJRA NIYAJI,CHH,BASTAR,D
CHHHIN01440,PRATAH INDIA,प्रात: इंडि‍या,89374.0,CHHHIN/2006/16817,ARUSHI PUBLICATION PVT. LTD.,CHH,BASTAR,D
CHHHIN00364,CHANNEL INDIA,nan,85300.0,CHHHIN/2003/12743,PAWAN DUBEY,CHH,BASTAR,D
CHHHIN00240,MID INDIA,nan,81274.0,CHHHIN/2002/08717,AJRA NIYAZI,CHH,BASTAR,M
CHHHIN16690,VATAN INDIA TIMES,nan,52103.0,52103/ 90,RANJEET BAKHSHISH,CHH,BASTAR,W
CHHENG00428,INDIAN PLANET,nan,116775.0,CHHENG/2012/44218,SANDEEP DANG,CHH,BILASPUR,W
CHHHIN00268,MOST INDIA,nan,82889.0,CHHHIN/2083/10332,MD. MASOOD KHAN,CHH,DURG,M
CHHBIL01093,SUSTAINABLE INDIA,nan,,nan,SRI AUROBINDO YOGA AND KNOWLEDGE FOUNDATION,CHH,DURG,M
CHHBIL00798,MODERN EDUCATIONAL RESEARCH IN INDIA,मॉडर्न एजुकेशनल रिसर्च इन इंडिया,100751.0,CHHBIL/2008/28194,N. PAPA RAO,CHH,DURG,Q
CHHHIN00538,INDIAN COVERAGE,इंडियन कवरेज,90740.0,CHHHIN/2005/18183,VINOD SINGHAL,CHH,DURG,Q
CHHHIN00092,CURRENT INDIA,nan,80169.0,CHHHIN/2001/07612,D.S.NIYAJI,CHH,JAGDALPUR,W
CHHHIN17307,INDIAN BUSINESS NEWS,इंडियन बिजनेस न्यूज़,153317.0,CHHHIN/2021/80762,GANESH DAS MAHANT,CHH,KORBA,A
CHHHIN16594,INDIA INSIGHT,इंडिया इनसाइट,141896.0,CHHHIN/2016/69341,BALAJI MULTIMEDIA,CHH,KORBA,M
CHHHIN17396,UNIQUE INDIA,nan,,nan,KAMAL WADHWANI,CHH,RAIPUR,BM
CHHENG00455,METRO INDIA,मेट्रो इंडिया,128069.0,CHHENG/2014/55514,INTERCONTINENTAL PUBLICATION PRIVATE LIMITED,CHH,RAIPUR,D
CHHURD00023,ADAB INDIA,nan,139629.0,CHHURD/2016/67074,MOHD AZIZ ANWAR,CHH,RAIPUR,D
CHHENG00435,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,121242.0,CHHENG/2013/48687,"BENNETT, COLEMAN & CO.LTD",CHH,RAIPUR,D
CHHHIN17669,INDIA NEWS,nan,,nan,GOOD MORNING INDIA MEDIA PVT LTD,CHH,RAIPUR,D
CHHHIN03252,NAYA INDIA,nan,113308.0,CHHHIN/2011/40751,SAMVAD PARIKRAMA PVT LTD,CHH,RAIPUR,D
CHHHIN17156,EXPRESS YOUNG INDIA,एक्सप्रेस यंग इंडिया,151034.0,CHHHIN/2019/78479,ASHISH JHA,CHH,RAIPUR,D
CHHHIN15760,CHANNEL INDIA,nan,122428.0,CHHHIN/2013/49873,PAWAN DUBEY,CHH,RAIPUR,DE
CHHHIN02281,CONNECTING INDIA,कनेक्टिंग इंडिया,100301.0,CHHHIN/2008/27744,AMZAD KHAN,CHH,RAIPUR,F
CHHHIN16378,SPACE INDIA,स्पेस इंडिया,136898.0,CHHHIN/2015/64343,SANJAY KUMAR NAYAK,CHH,RAIPUR,F
