Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
APENG03116,ENVIRONMENT AND POLLUTION TIMES,nan,111412.0,APENG/2010/38855,N. PURUSHOTHAM,AP,CHITTOR,M
APENG03117,TOURISM TIMES,nan,111413.0,APENG/2010/38856,N. PURUSHOTHAM,AP,CHITTOR,M
APENG03118,JOURNALIST TIMES,nan,112925.0,APENG/2010/40368,N. PURUSHOTHAM,AP,CHITTOR,M
APTEL15545,RAJAMAHENDRAVARAM TIMES,nan,148643.0,APTEL/2018/76088,KUCHIMANCHI MADHULATHA,AP,EAST GODAVARI,D
APTEL16287,SAMAKALEENA ANDHRA TIMES,nan,160505.0,APTEL/2023/87950,NALLURI POSAGIRIBABU,AP,EAST GODAVARI,D
APBIL01702,KAKINADA TIMES,काकीनाडा टाइम्स,106303.0,APBIL/2009/33746,NALLURI SRINIVASA RAO,AP,EAST GODAVARI,D
APTEL13482,GODAVARI TIMES,nan,129840.0,APTEL/2014/57285,ANANTHA RAO GOTTIMUKKALA,AP,EAST GODAVARI,D
APTEL14662,DIKHSUTCHI TIMES,nan,136148.0,APTEL/2014/63593,PARVADA ANJANEYULU,AP,EAST GODAVARI,D
APTEL15599,COASTA TIMES,nan,148358.0,APTEL/2018/75803,CHOPPALA DEEPIKA,AP,EAST GODAVARI,DE
APENG03534,TIMES IN THE CITY,nan,143460.0,APENG/2016/70905,VALLI BASHA MOHAMMAD,AP,EAST GODAVARI,W
APTEL16183,NAMBURI TIMES,nan,157745.0,APTEL/2023/85190,NAMBURI CHINA SAIDAIAH,AP,GUNTUR,D
APTEL09568,GUNTUR TIMES,गुंटुर टाइम्स,98358.0,APTEL/2008/25801,NELAVALLI SRINIVAS RAO,AP,GUNTUR,D
APTEL10863,PONNUR TIMES,पोन्नूर टाइम्स,100749.0,APTEL/2009/28192,GOLLAMUDI RAMESH BABAU,AP,GUNTUR,D
APTEL15316,BAPATLA TIMES,nan,,UR,EAGAM VISHNU SAI PRASADA RAO,AP,GUNTUR,D
APTEL14184,NANDI TIMES,nan,129521.0,APTEL/2013/56966,G.S. SUNDARA SARMA,AP,GUNTUR,D
APBIL01928,SUJANA TIMES,nan,139004.0,APBIL/2015/66449,KATTA. SRINIVASULU,AP,GUNTUR,D
APTEL11255,SWARNAPURI TIMES,स्वर्णपुरी टाइम्स,105430.0,APTEL/2010/32873,SUNDAR SINGH BODDU,AP,GUNTUR,D
APBIL01781,COMMERCE TIMES,nan,117248.0,APBIL/2012/44691,SRI KRISHNA NALAM,AP,GUNTUR,F
APTEL03436,LAW TIMES,लॉ टाइम्स,3262.0,3262/ 57,GARIKIPATY VEERAIAH,AP,GUNTUR,F
APTEL14495,WEAVERS TIMES,nan,137794.0,APTEL/2015/65239,P.ARJUN,AP,GUNTUR,F
APTEL08135,THE TENALI TIMES,nan,83572.0,APTEL/2003/11015,LUKKA VENKATESWARA RAO,AP,GUNTUR,W
APENG03264,VIJAYAWADA TIMES,nan,126979.0,APENG/2013/54424,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,D
APENG03372,GREEN TIMES,nan,119371.0,APENG/2012/46814,MOHAMMED MEHDI ALI,AP,HYDERABAD,D
APENG03399,ARYAVART TIMES,nan,123973.0,APENG/2013/51418,RACHARLA ARJUN KUMAR,AP,HYDERABAD,D
APENG02277,THE TIMES OF INDIA,द टाइम्स ऑफ इण्डिया,75685.0,TELENG/2000/03128,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,D
APTEL12365,NANDI TIMES,nan,111616.0,APTEL/2011/39059,G.S. SUNDARA SARMA,AP,HYDERABAD,D
APTEL09706,TIMES OF VAARTHA,टाईम्‍स आफ वार्ता,95385.0,UR,G. JANARDHAN REDDHY,AP,HYDERABAD,D
APURD01795,RIYAZ TIMES,nan,99307.0,APURD/2008/26750,MOHD. RIYAZ ALI,AP,HYDERABAD,D
APHIN00329,DESH BHAKT TIMES,nan,120498.0,APHIN/2013/47942,K. SATYANARAYANA,AP,HYDERABAD,D
APTEL11039,STATE TIMES,स्टेट टाइम्स,100243.0,APTEL/2008/27686,MULAKALA VISWA GINGA,AP,HYDERABAD,D
APURD01843,CHARMINAR TIMES,nan,109819.0,APURD/2010/37262,MD. SHUJA UDDIN IFTEQARI,AP,HYDERABAD,D
APTEL10319,BHUPATHI TIMES,भूपति टाईम्स,95217.0,APTEL/2007/22660,BHUPATHI RAJU,AP,HYDERABAD,D
APENG02971,PRAGATHI TIMES,प्रगति टाईम्स,97654.0,TELENG/2008/25097,AFROZ QURESHI,AP,HYDERABAD,D
APURD01882,NASER TIMES,nan,112595.0,APURD/2011/40038,JAHANGIR SULTANA,AP,HYDERABAD,D
APURD01953,ADAM TIMES,nan,120744.0,APURD/2012/48188,MOHD. AKBAR,AP,HYDERABAD,D
APENG03347,RIDA TIMES,nan,116800.0,UR,MOHAMMED KHAIRATH ALI,AP,HYDERABAD,D
APENG03431,SHALIMAR TIMES,nan,123919.0,APENG/2013/51364,SYED MUMTAZ MOHAMMED,AP,HYDERABAD,D
APENG02999,RIYAZ TIMES,nan,99300.0,APENG/2008/26743,MOHD. RIYAZ ALI,AP,HYDERABAD,D
APENG03374,SANSANI TIMES,nan,119401.0,APENG/2012/46844,MOHD NAJMUDDIN,AP,HYDERABAD,D
APTEL11441,LOK SATTA TIMES,लोक सत्ता टाइम्स,104776.0,APTEL/2010/32219,FOUNDATION FOR DEMOCRATIC REFORMS,AP,HYDERABAD,F
APURD01814,MEHAR TIMES,मेहर टाइम्स,104031.0,APURD/2009/31474,MOHD. AFFAN QUADRI,AP,HYDERABAD,M
APTEL13194,SRIVEN TIMES,nan,121269.0,APTEL/2013/48714,DEVULAPALLI PADMAJA,AP,HYDERABAD,M
APBIL01811,YERUKALA TIMES,nan,124398.0,APBIL/2013/51843,V. PRABHAKAR,AP,HYDERABAD,M
APENG02588,PARAMEDICAL & NURSING TIMES,nan,86955.0,APENG/2004/14398,DR.MOHD SAMLULLAH KHAN,AP,HYDERABAD,M
APENG02796,TARNAKA TIMES,तरनका टाईम्स,99026.0,APENG/2007/26469,DR. RAO V.B.J. CHELIKANI,AP,HYDERABAD,M
APMUL00356,DRAVIDIAN TIMES,nan,99125.0,APMUL/2008/26568,C.H. DAYANAND RAO,AP,HYDERABAD,M
APBIL01704,TRANSPORT TIMES,nan,111414.0,APBIL/2009/38857,N. PURUSHOTHAM GOUD,AP,HYDERABAD,M
APENG01937,ANDHRA LAW TIMES (LEGISLATIVE SUPPLEMENT),nan,69920.0,69920/ 99,L.D.GOGIA,AP,HYDERABAD,M
APENG02887,TIMES OF DISASTER MANAGEMENT,टाइम्स ऑफ़ डिजास्टर मैनेजमेंट,101145.0,APENG/2009/28588,S. ANANDA BABU,AP,HYDERABAD,Q
APENG03222,ETERNAL LIFE TIMES,nan,110616.0,APENG/2011/38059,K. NEWTON,AP,HYDERABAD,Q
APENG02838,PRAGATHI TIMES,प्रगति‍ टाईम्‍स,94364.0,TELENG/2007/21807,AFROZ QURESHI,AP,HYDERABAD,W
APENG03501,ADEEB TIMES,nan,128931.0,TELENG/2014/56376,MOHAMMED ATHER,AP,HYDERABAD,W
APENG03477,THE ECONOMIC TIMES WEALTH,nan,129996.0,TELENG/2014/57441,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APENG02819,INDIA GULF TIMES,इण्‍डि‍या गल्‍फ टाईम्‍स,98699.0,APENG/2008/26142,ZEENATH SAJIDA,AP,HYDERABAD,W
APENG03229,NASER TIMES,nan,109969.0,APENG/2011/37412,JAHANGIR SULTANA,AP,HYDERABAD,W
APURD01910,SHADAN TIMES,nan,117929.0,APURD/2012/45372,MOHAMMED KALEEM MOHIUDDIN,AP,HYDERABAD,W
APHIN00323,DESH BHAKT TIMES,nan,120168.0,APHIN/2013/47611,K. SATYANARAYANA,AP,HYDERABAD,W
APURD01761,JUSTICE TIMES,JUSTICE TIMES,92216.0,APURD/2006/19659,KHAJA ABDUL HAMEED,AP,HYDERABAD,W
APURD01971,JURRAT TIMES,nan,125792.0,APURD/2013/53237,MOHAMMED FAYAQ NAWAZ,AP,HYDERABAD,W
APENG03263,EDUCATION TIMES,nan,114449.0,TELENG/2011/41892,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APENG02665,THE ECONOMIC TIMES ON SATURDAY,दि इकनोमिक टाइम्स ऑन सैटरडे,101228.0,TELENG/2006/28671,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APENG02833,TIMES ASCENT,टाइम्स एस्सेन्ट,95713.0,TELENG/2007/23156,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APURD01908,INSAAF NEWS TIMES,nan,119127.0,APURD/2012/46570,A.RASHEED KHAN,AP,HYDERABAD,W
APURD01768,ADAM TIMES,ऐडम टाईम्‍स,95728.0,APURD/2007/23171,MOHD. AKBAR,AP,HYDERABAD,W
APTEL12573,NUZIVIDU TIMES,nan,114917.0,APTEL/2012/42360,MALLIPUDI RAJASEKHAR,AP,HYDERABAD,W
APENG02802,JUSTICE TIMES,JUSTICE TIMES,92217.0,APENG/2006/19660,KHAJA ABDUL HAMEED,AP,HYDERABAD,W
APTEL09907,JUSTICE TIMES,JUSTICE TIMES,92228.0,APTEL/2006/19671,KHAJA ABDUL HAMEED,AP,HYDERABAD,W
APENG03475,THE ECONOMIC TIMES MAGAZINE,nan,134813.0,TELENG/2014/62258,"BENNETT, COLEMAN & CO.LTD",AP,HYDERABAD,W
APHIN00271,JUSTICE TIMES,JUSTICE TIMES,92201.0,APHIN/2006/19644,KHAJA ABDUL HAMEED,AP,HYDERABAD,W
APURD01996,KHURSHEED TIMES,nan,127797.0,APURD/2014/55242,MOHD. KHURSHEED KHAN,AP,HYDERBAD,W
APTEL06986,CUDDAPAH WEEKLY TIMES,nan,80597.0,APTEL/2002/08040,B.VENKATA SUBBAIAH,AP,KADAPA,W
APTEL13691,PALAMOOR TIMES,nan,124407.0,APTEL/2013/51852,A. ANJAIAH,AP,KARIMNAGAR,D
APTEL12398,SHATHABDI TIMES,nan,124776.0,APTEL/2013/52221,BONKURI MADUNAIAH,AP,KARIMNAGAR,W
APTEL12074,PEOPLES TIMES,nan,118044.0,APTEL/2012/45487,VODYATI PRAVEEN KUMAR,AP,KARIMNAGAR,W
APTEL11265,BHUPATHI TIMES,भूपति टाइम्स,101528.0,APTEL/2009/28971,BHUPATHI RAJU,AP,KHAMMAM,D
APTEL14074,KHAMMAM TIMES,nan,140335.0,TELTEL/2014/67780,BYRE KARAMCHAND GANDHI,AP,KHAMMAM,Q
APTEL15553,GUDIVADA TIMES,nan,149281.0,APTEL/2018/76726,BAPATLA LUDIYA,AP,KRISHNA,D
APTEL16216,MYLAVARAM TIMES,nan,,nan,MANNE SAMBASIVA RAO,AP,KRISHNA,D
APTEL16206,TIMES POWER,nan,160157.0,APTEL/2023/87602,BAPATLA KIRAN KUMAR,AP,KRISHNA,D
APTEL15136,TIRUVURU TIMES,nan,145516.0,APTEL/2016/72961,R.S.V.PRASAD,AP,KRISHNA,DE
APENG00388,FLASH TIMES,nan,37860.0,37860/ 83,R S MURTHY,AP,KRISHNA/ VIJAYWADA,D
APENG03609,AMARAVATI TIMES,nan,147788.0,APENG/2017/75233,PRIME BIZ TECH SOLUTIONS PVT.LTD.,AP,KRISHNA/ VIJAYWADA,M
APURD01413,HAROON TIMES,हारुन टाइम्स,133999.0,APURD/2015/61444,OSMAN HAROON,AP,KURNOOL,D
APTEL15658,KANDANAVOLU TIMES,nan,148808.0,APTEL/2018/76253,CHAKALI RAMANJANEYULU,AP,KURNOOL,D
APTEL16310,RAHMATABAD TIMES,nan,,nan,S. NAZEER AHMED BASHA,AP,KURNOOL,D
APTEL13841,NANDI TIMES,nan,126486.0,APTEL/2013/53931,G.S. SUNDARA SARMA,AP,KURNOOL,D
APENG03078,SEEMA TIMES,nan,107871.0,APENG/2010/35314,G. VIJAYA LAKSHMI,AP,KURNOOL,D
APTEL15993,DREAM TIMES,nan,154386.0,APTEL/2021/81831,KALUBURIGI SOWMYA,AP,KURNOOL,D
APTEL16418,MOURYA TIMES,nan,,nan,MADRI LAKSHMANNA,AP,KURNOOL,D
APTEL10085,RAYALASEEMA TIMES,रायलसीमा टाइम्स,93328.0,APTEL/2007/20771,G.A. SATTAR,AP,KURNOOL,D
APTEL16439,BHAHUJANA TIMES,nan,,nan,BHAHUJANA NEWS PVT LTD,AP,KURNOOL,D
APTEL11979,BHARAT TIMES,nan,114630.0,APTEL/2011/42073,A. SALOMI,AP,KURNOOL,F
APTEL14059,THE PEER TIMES,nan,129682.0,APTEL/2014/57127,SYED MOHD. PEER,AP,KURNOOL,M
APBIL01948,SAMEENA TIMES,समीना टाइम्स,138159.0,UR,SAMEENA BEGUM,AP,KURNOOL,M
APTEL13074,HARISHINI TIMES,nan,120644.0,APTEL/2013/48088,G.V. LAKSHMAMMA,AP,KURNOOL,M
APTEL15767,VISWA TIMES,nan,158178.0,APTEL/2023/85623,ANURUP CHARITABLE TRUST,AP,KURNOOL,M
APTEL15854,GIRIJANA NAIK TIMES,nan,158804.0,APTEL/2023/86249,K.LALU NAIK,AP,KURNOOL,M
APTEL15828,MAHARSI TIMES,nan,154418.0,APTEL/2022/81863,T MADDULETI,AP,KURNOOL,M
APURD01802,KURNOOL TIMES,nan,25321.0,25321/ 74,C. NAZEER AHMED,AP,KURNOOL,W
APTEL09714,RAYALASEEMA TIMES,RAYALASEEMA TIMES,91753.0,APTEL/2007/19196,G.A. SATTAR,AP,KURNOOL,W
APTEL07403,KURNOOL TIMES,nan,27696.0,27696/ 76,C.N. AHMED,AP,KURNOOL,W
APTEL10232,MAHABUBNAGAR TIMES,महबूबनगर टाइम्स,101729.0,APTEL/2009/29172,M. YADAGIRI,AP,MAHABUBNAGAR,D
APTEL12201,PALAMOOR TIMES,nan,110467.0,APTEL/2011/37910,A. ANJAIAH,AP,MAHBUBNAGAR,D
APTEL12946,RACHANA TIMES,nan,122775.0,APTEL/2013/50220,MODALA CHNDRA SHEKAR,AP,MAHBUBNAGAR,M
APTEL13694,CITY TIMES,nan,124616.0,APTEL/2013/52061,B PRAMOD KUMAR,AP,MANCHERIAL,D
APTEL12903,THE SIDDIPET TIMES,nan,124580.0,APTEL/2012/52025,L.RAVI CHANDRA,AP,MEDAK,D
APTEL11586,UDAYAM TIMES,उदयम टाइम्स,104616.0,APTEL/2010/32059,K. SHOBHA RANI,AP,NALGONDA,D
APTEL08055,BHUPATHI TIMES,nan,82880.0,APTEL/2003/10323,BHUPATHI RAJU,AP,NALGONDA,D
APTEL11947,DESHA TIMES,देशा टाइम्स,107114.0,TELTEL/2010/34557,SAYED PASHA,AP,NALGONDA,D
APTEL13813,MALLIK TIMES,nan,127099.0,APTEL/2014/54544,VALIGONDA MALLAIAH,AP,NALGONDA,M
APTEL13135,DESHA TIMES,nan,118657.0,TELTEL/2011/46100,SAYED PASHA,AP,NALGONDA,M
APTEL14971,SIMHAPURI TIMES,nan,138962.0,APTEL/2015/66407,BASINI MANJULA,AP,NELLORE,D
APTEL11444,COFFEE TIMES,कॉफ़ी टाइम्स,104180.0,APTEL/2010/31623,MVS RAVINDRA KUMAR,AP,NELLORE,M
APTEL13447,SIMHAPURI TIMES,सिम्हापुरी टाइम्स,132236.0,UR,BASINI MANJULA,AP,NELLORE,M
APTEL06037,NELLORE TIMES,nan,25358.0,25358/ 74,P. RUKMINAMMA,AP,NELLORE,W
APTEL16235,VENKATAGIRI TIMES,nan,157823.0,APTEL/2023/85268,RAYAPATI SAI KRISHNA,AP,NELLORE,W
APURD01942,MOMIN TIMES,nan,128184.0,APURD/2014/55629,MOHD AWAIS KHAN,AP,NIZAMABAD,D
APTEL15737,PRAKASAM TIMES,nan,,nan,GADDALA RAVI,AP,PRAKASAM,M
APTEL08554,MULNIVASI TIMES,nan,86773.0,APTEL/2004/14216,BATTU VISVESWARARAO,AP,RAJAHMUNDRY,F
APTEL07224,CITY TIMES,nan,78453.0,APTEL/2001/05896,B PRAMOD KUMAR,AP,RANGA REDDY,D
APTEL12041,PRAJA TIMES,प्रजा टाइम्स,107082.0,APTEL/2010/34525,P. RAMULU GOUD,AP,RANGAREDDY,D
APTEL11182,LOCAL TIMES,लोकल टाइम्स,101668.0,APTEL/2009/29111,T. SHANKAR,AP,RANGAREDDY,D
APTEL08278,WEAVERS TIMES,nan,88745.0,APTEL/2005/16188,P.ARJUN,AP,RANGAREDDY,F
APENG03427,TRAVELLERS TIMES,nan,123972.0,APENG/2013/51417,BHUVANESHWARI DEVI SAI KAANTH,AP,RANGAREDDY,F
APENG03154,METRO CITY TIMES,nan,109340.0,APENG/2010/36783,B. PRAMODKUMAR,AP,RANGAREDDY,M
APTEL12958,PANCHAYATHRAJ TIMES,nan,119405.0,APTEL/2012/46848,P.LAVANYA,AP,RANGAREDDY,M
APENG03433,ROAD SAFETY TIMES,nan,126238.0,APENG/2013/53683,K. VANALATHA,AP,RANGAREDDY,M
APTEL10309,PRAJA TIMES,प्रजा टाइम्स,96553.0,APTEL/2008/23996,P. RAMULU GOUD,AP,RANGAREDDY,M
APBIL01767,FREELANCE JOURNALIST TIMES,फ्रीलान्स जर्नलिस्ट टाइम्स,108367.0,APBIL/2010/35810,K. SATEESH KUMAR,AP,RANGAREDDY,M
APBIL01783,HEALTH TIMES,nan,110750.0,APBIL/2011/38193,P.S. CHALAM NAIDU,AP,RANGAREDDY,M
APBIL01812,ARROW TIMES,nan,122571.0,TELBIL/2012/50016,I. VENKATESH GOUD,AP,RANGAREDDY,M
APTEL11656,SANATHNAGAR TIMES,nan,114160.0,APTEL/2012/41603,M. SRINIVAS REDDY,AP,RANGAREDDY,W
APTEL07877,CHIKKOLU TIMES,nan,82958.0,APTEL/2003/10401,CHEMCHALA LAKSHMI,AP,SRIKAKULAM,D
APTEL14424,THE MONDAY TIMES,nan,135290.0,APTEL/2015/62735,PICINI CHANDRA MOHAN,AP,SRIKAKULAM,M
APTEL13572,CITY TIMES,nan,123974.0,APTEL/2013/51419,B PRAMOD KUMAR,AP,TANDUR,D
APENG02636,THE FEDERAL TIMES,दी फेडरल टाइम्स,96888.0,APENG/2006/24331,DR. M. KAILASHPATHI,AP,TENALI,D
APTEL13548,CITY TIMES,nan,122567.0,APTEL/2013/50012,B PRAMOD KUMAR,AP,TIRUPATHI,D
APENG03561,THE TIMES OF INDIA,दि टाइम्स ऑफ़ इंडिया,137069.0,APENG/2015/64514,"BENNETT, COLEMAN & CO.LTD",AP,VIJAYAWADA,D
APTEL12143,BEZAVADA TIMES,nan,115191.0,APTEL/2011/42634,MURALA VENUGOPAL,AP,VIJAYAWADA,M
APTEL10919,CITIZEN TIMES,सिटीजन टाइम्स,101425.0,APTEL/2009/28868,M.S.R. PATNAIK,AP,VISAKHAPATNAM,D
APENG03550,THE SUNDAY TIMES OF INDIA,द संडे टाइम्स ऑफ़ इंडिया,135334.0,ENG/2012/62779,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APTEL10770,KALINGA TIMES,कलिंग टाइम्स,101426.0,APTEL/2009/28869,KRISHNA MOORTHY PRAYAKA RAO,AP,VISAKHAPATNAM,D
APENG03371,VIZAG TIMES OF INDIA,विज़ाग टाइम्स ऑफ़ इंडिया,121780.0,ENG/2012/49225,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APENG03408,THE TIMES OF INDIA,द टाइम्स ऑफ़ इंडिया,120864.0,ENG/2012/48308,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,D
APTEL16505,COSTA TIMES,nan,,nan,KALLA SUBBA RAO,AP,VISAKHAPATNAM,D
APTEL14378,NANDI TIMES,nan,132007.0,APTEL/2014/59452,G.S. SUNDARA SARMA,AP,VISAKHAPATNAM,D
APTEL14339,DIKHSUTCHI TIMES,nan,131588.0,APTEL/2014/59033,PARVADA ANJANEYULU,AP,VISAKHAPATNAM,DE
APTEL11408,COSTA TIMES,कोस्टा टाइम्स,106778.0,APTEL/2010/34221,KALLA SUBBA RAO,AP,VISAKHAPATNAM,F
APTEL08952,PRAJAA TIMES TELUGU PAKSHA PATRIKA,प्रजा टाइम्‍स तेलुगू पक्षा पत्रिका,93154.0,APTEL/2005/20597,M. PADMAJA,AP,VISAKHAPATNAM,F
APBIL00424,SALADI TIMES,nan,45016.0,45016/ 89,KANAKA RAO SALADI,AP,VISAKHAPATNAM,F
APTEL05763,TENDER TIMES,nan,74556.0,APTEL/1998/01999,APARNA PUBLICATIONS,AP,VISAKHAPATNAM,F
APTEL15464,GAJUWAAKA TIMES,nan,147799.0,APTEL/2018/75244,BANTHIKOLLA SANTHOSHI DEVI,AP,VISAKHAPATNAM,M
APTEL15428,TEJA TIMES,nan,146509.0,APTEL/2017/73954,GORLE ESWARA RAO,AP,VISAKHAPATNAM,M
APTEL14127,MEGA TIMES,nan,130260.0,APTEL/2014/57705,GEDDAM VENKATA JAGANNADHA RAO,AP,VISAKHAPATNAM,M
APTEL14211,VIBHINNA VARTHA PATRIKA TELUGU TIMES,nan,139029.0,APTEL/2016/66474,KESANAPALLI VENKATA SHANTHI,AP,VISAKHAPATNAM,M
APTEL11998,VALTAIR TIMES,nan,109636.0,APTEL/2011/37079,G. LAKSHMI,AP,VISAKHAPATNAM,M
APTEL12260,GREATER TIMES,nan,112053.0,APTEL/2011/39496,YALLA APPA RAO,AP,VISAKHAPATNAM,M
APTEL14103,ANDHRA TIMES FOR THE PEOPLE,nan,137016.0,APTEL/2015/64461,BALIDE PADMAVATHI,AP,VISAKHAPATNAM,W
APTEL16438,VISAKHA SURYA TIMES,nan,,nan,JABADYA NAMALA,AP,VISAKHAPATNAM,W
APENG02059,VIZAG TIMES,वाइज़ग टाइम्स,15790.0,15790/ 68,CHAMARTHI RAMAKRISHNA RAO,AP,VISAKHAPATNAM,W
APENG03409,TIMES ASCENT,nan,120866.0,APENG/2012/48310,"BENNETT, COLEMAN & CO.LTD",AP,VISAKHAPATNAM,W
APTEL07251,VIZIANAGARAM TIMES,nan,81652.0,APTEL/2002/09095,E. SURESH KUMAR,AP,VIZIANAGARAM,D
APTEL16519,GURUJADA TIMES,nan,,nan,MAJJI SIVA KUMAR,AP,VIZIANAGARAM,D
APTEL13300,CITY TIMES,nan,120199.0,APTEL/2012/47642,B PRAMOD KUMAR,AP,WARANGAL,D
APTEL13490,DIKHSUTCHI TIMES,nan,122666.0,APTEL/2013/50111,PARVADA ANJANEYULU,AP,WEST GODAVARI,D
APTEL14562,UPLAND TIMES,उप लैंड टाइम्स,138437.0,APTEL/2015/65882,BANDARU SRINIVASA RAO,AP,WEST GODAVARI,D
