Title-Code,Title Name,Owner Name,State,Publication City/District
KARENG02630,BANGALORE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,BENGALURU URBAN
KARENG01085,THE TIMES OF DECCAN,M/S KARNATAKA JOURNALS (P) LTD,KAR,BENGALURU URBAN
KARENG01086,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,BENGALURU URBAN
KARKAN19083,THEHALKA TIMES,SURESH S.,KAR,BENGALURU URBAN
KARKAN16180,ANEKAL TIMES,N.SRINIVASA,KAR,BENGALURU URBAN
KARKAN14852,VINIVINC TIMES,K.N.SRINIVAS,KAR,BENGALURU URBAN
KARBIL01738,UDAY TIMES,D. UDAYASIMHA,KAR,BENGALURU URBAN
KARENG00135,BHAKTI VEDANTA TIMES,INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS,KAR,BENGALURU URBAN
KARENG00979,SWEN TIMES,V S SHASTRI MUTT,KAR,BENGALURU URBAN
KARKAN12621,DODDABALLAPUR TIMES,M.DEVARAJ,KAR,BENGALURU URBAN
KARENG02485,TIMES OF BAHUJAN,M GOPINATH,KAR,BENGALURU URBAN
KARENG00900,READERS TIMES & QUOTES,P M JOHN,KAR,BENGALURU URBAN
KARENG04971,SUITSWELL TIMES,MAYANK KUMAR SHARMA,KAR,BENGALURU URBAN
KARKAN14851,TIMES OF VOICE,K.MAHADEVA SETTY,KAR,BENGALURU URBAN
KARENG02726,SHIFAA TIMES,DR.ZAMEER AHMED,KAR,BENGALURU URBAN
KARKAN18329,THE ARAKSHAKA TIMES,R. CHANDRASEKHAR,KAR,BENGALURU URBAN
KARENG04003,SOUTHERN TIMES,G.S. RAVI,KAR,BENGALURU URBAN
KARENG04862,CREDAI TIMES,CREDAI BENGALURU,KAR,BENGALURU URBAN
KARKAN26049,VAJRAYUDHA TIMES,S RAJA,KAR,BENGALURU URBAN
KARENG04728,LEGAL TIMES,B G THIMMAPPAIAH,KAR,BENGALURU URBAN
KARKAN27057,TIMES OF MAHANAGARA,SUKUMAR G K,KAR,BENGALURU URBAN
KARKAN26174,TIMES OF PULE,SAMPANGI M,KAR,BENGALURU URBAN
KARENG04117,KARNATAKA STATE INDUSTRIAL TIMES,S. MANIGANDAN,KAR,BENGALURU URBAN
KARENG01640,THE ECONOMIC TIMES ON SUNDAY,"BENNETT, COLEMAN & CO.LTD",KAR,BENGALURU URBAN
KARBIL00956,TIMES OF SOUTH,SHRI.C.RAMU,KAR,BENGALURU URBAN
KARKAN01218,GANDHI NAGARA TIMES,B.S.VIJAYA KUMARI,KAR,BENGALURU URBAN
KARURD00313,TIPPU TIMES,MD ABDUL QYYOUM QURESHI,KAR,BENGALURU URBAN
KARENG03529,TIMES ASCENT,"BENNETT, COLEMAN & CO.LTD",KAR,BENGALURU URBAN
KARKAN18361,SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,BENGALURU URBAN
KARKAN17977,TIMES PROPERTY,"BENNETT, COLEMAN & CO.LTD",KAR,BENGALURU URBAN
KARBIL01332,GARUDA TIMES,M.SRINIVAS,KAR,BENGALURU URBAN
KARKAN12198,TIMES OF JANATHA PARIVARA,A N MUNEESWARACHARI,KAR,BENGALURU URBAN
KARENG00419,HOSUR TIMES,N VENKATASAMY REDDY,KAR,BENGALURU URBAN
KARBIL01255,FRAZER TIMES,JYOTHI GANESH,KAR,BENGALURU URBAN
KARKAN25510,CHARLIE TIMES,V.RAVI KUMAR,KAR,BENGALURU URBAN
KARBIL02205,THE ANCIENT TIMES,U STAR IMAGINE ENTERTAINMENT (P) LTD.,KAR,BENGALURU URBAN
KARENG02774,CONTONMENT TIMES,MOYEED IQBAL A.V.,KAR,BENGALURU URBAN
KARENG01712,INDIRA NAGAR TIMES,M.SOMA,KAR,BENGALURU URBAN
KARBIL02131,MARKET TIMES,BHAGAT RAM & J L GOSWAMI,KAR,BENGALURU URBAN
KARHIN00212,NANAK TIMES,S.MANPREET SINGH,KAR,BIDAR
KARKAN11905,BIDAR TIMES,GEORGE FERNANDIS,KAR,BIDAR
KARKAN24626,SULTAN TIMES,JAVEED,KAR,BIJAPUR
KARKAN21510,JOGUR TIMES,BENAKARAJ BASAPPA JOGUR,KAR,BIJAPUR
KARKAN15351,RISALDAR TIMES,K.M.RISALDAR,KAR,BIJAPUR
KARKAN24760,VAIBHAVA TIMES,BALARAM SANGOPANTRAO PATIL,KAR,BIJAPUR
KARKAN27775,CHAMARAJA NAGAR TIMES,REKHA E,KAR,CHAMARAJANAGAR
KARKAN28281,CHIKKAMAGALURU TIMES,PRAJWAL B.B.,KAR,CHIKKAMAGALURU
KARKAN27518,SHIVANI TIMES,RAVI B G,KAR,CHIKKAMAGALURU
KARKAN19743,MALNADU TIMES,G.NAGENDRAPPA,KAR,CHIKKAMAGALURU
KARKAN27520,SHIVANI TIMES,RAVI B G,KAR,CHIKKAMAGALURU
KARKAN26869,CHITRADURGA TIMES,D.R SURENDRANATH,KAR,CHITRADURGA
KARENG03029,SUNDAY VIJAY TIMES,VIJAYANAND PRINTERS LTD,KAR,CHITRADURGA
KARKAN24596,HIRIYUR TIMES,H.C.RUDRAMUNI,KAR,CHITRADURGA
KARENG03255,THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO.LTD",KAR,DAKSHIN KANNADA/ MANGALURU
KARENG02944,VIJAY TIMES,VIJAYANAND PRINTERS LIMITED,KAR,DAKSHIN KANNADA/ MANGALURU
KARENG00177,THE CANARA TIMES,"B V SEETARAM,",KAR,DAKSHIN KANNADA/ MANGALURU
KARENG02994,SUNDAY VIJAY TIMES,VIJAYANAND PRINTERS LTD.,KAR,DAKSHIN KANNADA/ MANGALURU
KARKAN23897,KARAVALI TIMES,MOHAMMAD ASHRAF P.,KAR,DAKSHINA KANNADA
KARBIL01691,COASTAL PROPERTY TIMES,ROHAN MONTEIRO,KAR,DAKSHINA KANNADA
KARENG03781,THE COASTAL TIMES,IQBAL KUTTAR,KAR,DAKSHINA KANNADA
KARENG03575,TIMES ASCENT,"BENNETT, COLEMAN & CO.LTD",KAR,DAKSHINA KANNADA
KARENG03882,THE TIMES OF MANGALORE,"BENNETT, COLEMAN & CO.LTD",KAR,DAKSHINA KANNADA (MANGALORE)
KARKAN22850,HARIHARA TIMES,SUDHAKARA .H.,KAR,DAVANGERE
KARKAN01007,DAVANGERE TIMES,J.S. VEERESH,KAR,DAVANGERE
KARURD00627,INDO TIMES,MD.TARIQ NAKAASH,KAR,DAVANGERE
KARKAN18698,MANJU TIMES,K.H. MANJESHI,KAR,DAVANGERE
KARKAN26199,HARAPANAHALLI TIMES,NEMAYA NAIK,KAR,DAVANGERE
KARBIL01523,SRUSHTI RAJ TIMES,SRUSHATI RAJ ENTERPRISES (INDIA) LTD.,KAR,DHARWAD
KARENG04433,HUBLI TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,DHARWAD
KARBIL00130,FAMILY PLANNING NEW TIMES,FAMILY PANNING NEW TIMES,KAR,DHARWAD
KARKAN21346,SAI KRUSHI TIMES,NARAYAN L. NIRANJAN,KAR,DHARWAD
KARENG02832,VIJAY TIMES,VIJAYANAND PRINTERS,KAR,DHARWAD/ HUBLI
KARKAN07247,COMMERCIAL TIMES,R.G.MUGALI,KAR,DHARWAD/ HUBLI
KARBIL01055,GRAPHIC TIMES,ASHOK M JAIN,KAR,DHARWAD/ HUBLI
KARENG02856,SUNDAY VIJAY TIMES,VIJAYANAND PRINTERS LIMITED,KAR,DHARWAD/ HUBLI
KARENG04551,SAHASRARJUN SOMUVANSH KSHATRIYA TIMES,DEEPAK M. KALBURGI,KAR,GADAG
KARKAN00589,BHAVASAR TIMES,P.R. HAMCHATE,KAR,GADAG
KARKAN25168,TIMES OF PUBLIC,DHARMAPPA A. ITAGI,KAR,GADAG
KARKAN28106,THE FRIDAY TIMES,KHRUSHEED AHMED F DHALAYAT,KAR,GADAG
KARURD00748,KBN TIMES,SYED SHAH TAQIULLAH HUSSAINI,KAR,GULBARGA
KARBIL01956,AMAN TIMES,AKBAR AHMED,KAR,GULBARGA
KARENG03334,VIJAY TIMES,"VIJAYANAND PRINTERS LTD,",KAR,HASSAN
KARENG03335,SUNDAY VIJAY TIMES,"VIJAYANAND PRINTERS LTD,",KAR,HASSAN
KARKAN22646,HASSAN TIMES,JAYARAM P.,KAR,HASSAN
KARKAN27085,TIMES OF HAVERI,MANTESH BANGI,KAR,HAVERI
KARENG04413,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,HUBLI
KARENG04432,BELGAUM TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,HUBLI
KARENG04410,THE SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,HUBLI
KARENG02943,VIJAY TIMES,VIJAYANAND PRINTERS LIMITED,KAR,KALABURAGI
KARKAN09140,JANATA TIMES,SHARANABASAPPA,KAR,KALABURAGI
KARURD00105,GULBARGA TIMES,SYED ABDUL GAFFAR JAMHOOR,KAR,KALABURAGI
KARENG02993,SUNDAY VIJAY TIMES,VIJAYANAND PRINTERS,KAR,KALABURAGI
KARKAN24337,CAUVERY TIMES,BOLLAJIRA AIYAPPA,KAR,KODAGU
KARKAN25625,THE TIMES OF KOLAR,GOPINATH V N,KAR,KOLAR
KARKAN28709,SHAHEEN TIMES,MOHAMMED AKHIL UDEVU,KAR,KOPPAL
KARKAN27830,RAJADHANI TIMES,NAGARAJ S/O GAVISIDDAPPA BELLAD,KAR,KOPPAL
KARKAN26776,KOPPALA TIMES,VEERANNA KALLIMANI,KAR,KOPPAL
KARENG02939,VIJAY TIMES,VIJAYANAND PRINTERS LIMITED,KAR,KOPPAL
KARKAN20635,ANMOL TIMES,M.A. WALISAHEB,KAR,KOPPAL
KARENG04210,ANMOL TIMES,M.A. WALISAHEB,KAR,KOPPAL
KARENG02991,SUNDAY VIJAY TIMES,VIJAYANAND PRINTERS LTD,KAR,KOPPAL
KARKAN27716,MANDYA TIMES,KUMARASWAMY SM,KAR,MANDYA
KARENG03672,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,MANGALORE
KARENG04347,MANGALORE TIMES,"BENNETT, COLEMAN & CO.LTD",KAR,MANGALORE
KARENG03198,SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,MANGALORE
KARTUL00017,TIMES OF KUDLA,SHASHIRAJ,KAR,MANGALORE
KARKAN23002,TIMES OF BEDRA,JAISON MARSHAL SOARES,KAR,MANGALORE
KARENG03675,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,MYSORE
KARENG04456,MYSORE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,MYSORE
KARENG02996,SUNDAY VIJAY TIMES,SRI SAI SATYA KRISHNA DEENAJANA SEVASRAMAM,KAR,MYSORE
KARENG03738,THE SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KAR,MYSORE
KARKAN26742,TIMES OF NANJANGUDU,"M,S.SATYANARAYANA",KAR,MYSURU
KARENG02940,VIJAY TIMES,VIJAYANAND PRINTERS LIMITED,KAR,MYSURU
KARBIL02262,HUMOUR TIMES,MUKTA KHANDELWAL GUPTA,KAR,MYSURU
KARENG04828,EDEXCEL TIMES,AYUB KHAN,KAR,MYSURU
KARENG03610,TIMES ASCENT,"BENNETT, COLEMAN & CO.LTD",KAR,MYSURU
KARURD00892,MUNAWWAR TIMES,MOHAMMED FAIYAZ AHMED,KAR,RAICHUR
KARKAN16798,ESHANYA TIMES,N. NAGARAJA,KAR,RAICHUR
KARKAN26694,JANABALA TIMES,AMBANNA AROLIKAR,KAR,RAICHUR
KARURD00880,MEEZAN TIMES,ANWAR WAHEED,KAR,RAICHUR
KARKAN22272,TIMES OF RAICHUR,PAMPAYYA MATH,KAR,RAICHUR
KARKAN28654,ADITHYA TIMES,NAGARATHNA.V,KAR,RAMANAGARA
KARKAN03775,RAMANAGARAM TIMES,PRAKASHA M.H,KAR,RAMANAGARA
KARKAN16866,ARKAVATHY TIMES,M.C. GIRISH,KAR,RAMANAGARA
KARKAN26960,CHANNAPATNA TIMES,L VARADARAJU,KAR,RAMANAGARA
KARKAN24583,KIRANA TIMES,K.RUDRESHA,KAR,RAMANAGARAM
KARKAN21421,TIMES OF DEENABANDU,B. ROOPA,KAR,SHIMOGA
KARKAN22428,KANNADA TIMES,CHINMAYA M RAO,KAR,SHIMOGA
KARENG02995,SUNDAY VIJAY TIMES,VIJAYANAND PRINTERS LTD,KAR,SHIMOGA
KARKAN11152,SHIMOGA TIMES,S. CHANDRAKANTH,KAR,SHIVAMOGGA
KARENG02942,VIJAY TIMES,VIJAYANAND PRINTERS LIMITED,KAR,SHIVAMOGGA
KARKAN28121,STEEL TOWN TIMES,B RAMESH,KAR,SHIVAMOGGA
KARKAN27586,TIMES OF SAGAR,IMRAN,KAR,SHIVAMOGGA
KARKAN28489,DASHA TIMES,DASHARATHA,KAR,TUMAKURU
KARKAN19202,MADHOGIRI TIMES,P M UMESH,KAR,TUMAKURU
KARKAN04902,TUMKUR TIMES,C N BHASKARAPPA,KAR,TUMAKURU
KARKAN22843,TURUVEKERE TIMES,GIRISH K.,KAR,TUMKUR
KARKAN27430,SWADESHI TIMES,GANESH K,KAR,UDUPI
KARKAN27212,KOOJALLI TIMES,N.P.PRAJOT,KAR,UTTARA KANNADA
KARKAN27883,KARWAR TIMES,RAGHAVENDRA SUBRAY NAIK,KAR,UTTARA KANNADA
KARKAN28143,VIJAYANAGARA TIMES,VEERESHWARA .M.B,KAR,VIJAYANAGARA
KARKAN16973,MUDDEBIHAL TIMES,K.M. RISALDAR,KAR,VIJAYAPURA
KARKAN28060,AMAR TIMES,JAYASHRI KULKARNI,KAR,VIJAYAPURA
KARKAN20683,AKASH TIMES,UMESH KALINGAPPA AKASHI,KAR,VIJAYAPURA
KARKAN25786,SHAHNOOR QUADRIYA TIMES,SAYED RAHIMAN QUADRI INAMDAR,KAR,VIJAYAPURA
KARKAN17382,VALLYAPUR TIMES,DR. RAVI (RAJESH) Y. VALLYAPUR,KAR,VIJAYAPURA
KARKAN18347,BENAK TIMES,SAYABANNA SIDDAPPA BENAKANAHALLI,KAR,VIJAYAPURA
KARKAN17236,TALIKOTI TIMES,PRAVEEN G. GHORPADE,KAR,VIJAYAPURA
KARKAN08163,DALIT TIMES,SUNIL JI GOVINDJI .GAIKWAD,KAR,VIJAYAPURA
KARKAN18176,BIJAPUR TIMES,MIRMAHAMMADAYAJ HUSENSAB ROJEWALE,KAR,VIJAYAPURA
KARKAN24070,YADGIRI TIMES,ARUNA KUMARI,KAR,YADGIRI
KERMAL13054,JEWEL TIMES,GOLD & SILVER MERCHANTS' ASSOCIATION,KER,ALAPPUZHA
KERBIL02216,CHRISTIAN TIMES,P K KURIAN,KER,ALAPPUZHA
KERMUL00620,THE TIMES OF LITARARY QUIZ,KUTTANPILLAI SASIDHARAN,KER,ALAPPUZHA
KERMAL06300,ISLAMIC TIMES,P MUHAMMED ALI MOULAVI,KER,ALAPPUZHA
KERMAL07969,FULL GOSPET TIMES,K.G.RAJU,KER,ALAPPUZHA
KERMAL10098,FRIDAY TIMES,A.M.M.RAHMATHULLA,KER,ALAPPUZHA
KERENG02402,SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,CALICUT
KERMAL10190,SNEHA TIMES,SHEENA SADASIVAN,KER,ERNAKULAM
KERMAL00430,BIS TIMES,K G VADHYAR,KER,ERNAKULAM
KERENG02298,TRIVANDRUM TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERMAL00582,KERALA TIMES,THE KERALA CULTURAL SOCIETY LTD.,KER,ERNAKULAM
KERENG02455,THE ECONOMIC TIMES,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERENG02526,ORIENT TIMES,DARIS S. LUIS,KER,ERNAKULAM
KERMAL15786,STERLING TIMES,STERLING PRINT HOUSE(P).LTD,KER,ERNAKULAM
KERENG02285,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERENG00624,SHIPPING TIMES,NIKHIL N MODI,KER,ERNAKULAM
KERENG02290,KOCHI TIMES,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERMAL14671,JEEVAN TIMES,BABY MATHEW,KER,ERNAKULAM
KERENG02033,THE TIMES OF ISLAND,K.N. MUKUNDA PANICKAR,KER,ERNAKULAM
KERMAL14761,INFINITY TIMES,V.V. DOMINIC,KER,ERNAKULAM
KERENG01324,NARCOTICS LAW TIMES,NOT GIVEN,KER,ERNAKULAM
KERENG02340,UNIQUE TIMES,AJIT RAVI,KER,ERNAKULAM
KERMAL15359,UNIQUE TIMES,AJIT RAVI,KER,ERNAKULAM
KERMAL14589,GILAYADU TIMES,FR. ALIAS JOHN,KER,ERNAKULAM
KERENG02299,MALABAR TIMES,BENNETT COLEMAN & CO. LTD.,KER,ERNAKULAM
KERMAL07028,JOBTIMES,WILSON VADACKHUMCHERY,KER,ERNAKULAM
KERENG02300,SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERENG02310,EDUCATION TIMES,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERENG02454,THE ECONOMIC TIMES ON SATURDAY,"BENNETT, COLEMAN & CO.LTD",KER,ERNAKULAM
KERMAL09146,JAMA ATH TIMES,SHRI K.H SULAIMAN,KER,ERNAKULAM
KERMAL12429,KERALA MIDDAY TIMES,SABU THOMAS VADAKEKUT,KER,ERNAKULAM/ KOCHI
KERMAL01316,EZHIKKARA TIMES,K N MUKUNDAPANICKAR,KER,ERNAKULAM/ KOCHI
KERMAL08766,TIMES ADS,E.S.JOSE,KER,ERNAKULAM/ KOCHI
KERMAL00644,CANNANORE TIMES,K V K NAIR,KER,KANNUR
KERMAL03694,PAYYANUR TIMES,VALASMMA RAJ,KER,KANNUR
KERBIL01007,KARATE TIMES,K.V.MANOHARAN,KER,KANNUR
KERENG02561,MAINLAND TIMES,PRAMOD KUMAR C V,KER,KANNUR
KERENG02427,COCONUT TIMES,SIVAKUMAR V.,KER,KASARAGOD
KERENG00359,KERALA LAW TIMES,KERALA LAW TIMES,KER,KOCHI
KERMAL00851,CITIZEN TIMES,KILIKOLLOOR GOPALAKRISHNAN NAIR,KER,KOLLAM
KERBIL00163,THE FISHING TIMES,M PUIS FERNANDEZ,KER,KOLLAM
KERMAL12566,HAVIOS TIMES,TITUS SAMUEL S.,KER,KOLLAM
KERENG00527,PLEASANT TIMES,MABLE VARIATH,KER,KOLLAM
KERMAL16005,PUNALUR TIMES,MUHAMMED SHAFI P,KER,KOLLAM
KERMAL02486,KOTTAYAM TIMES,A C CHACKO,KER,KOTTAYAM
KERMAL02544,KUTTANAD TIMES,K B PILLAI,KER,KOTTAYAM
KERMAL11011,ANICKAD TIMES,"MG.DIR.,THE ANICKAD",KER,KOTTAYAM
KERMUL00622,JOYFUL LIVING TIMES,PRAKASH ANAND,KER,KOTTAYAM
KERMAL15733,VAIGA TIMES,K.S.REMESH,KER,KOTTAYAM
KERMAL15686,MARIYAN TIMES,TWINKLE MARTIN,KER,KOTTAYAM
KERMAL14634,PALA TIMES,EBY J. JOSE,KER,KOTTAYAM
KERMAL14857,BABIL TIMES,VARGHESE ULAHANNAN,KER,KOTTAYAM
KERMAL00637,CALICUT TIMES,M. JOY VARGHESE,KER,KOZHIKODE
KERENG02393,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,KOZHIKODE
KERMAL12409,CHALIYAR TIMES,SATHEESH PONNAMPARAMBATH,KER,KOZHIKODE
KERMAL06331,MANAPPURAM TIMES,V S KARALEEYAN,KER,KOZHIKODE
KERMAL02054,KADATHANAD TIMES,NANU MAYYANNUR,KER,KOZHIKODE
KERENG02388,SHALOM TIMES,SHALOM TRUST,KER,KOZHIKODE
KERMAL14756,THEKKEPURAM TIMES,SALEEM C.A.,KER,KOZHIKODE
KERMAL15750,SOPHIA TIMES,SOPHIA PRINTERS AND PUBLISHERS PVT.LTD,KER,KOZHIKODE
KERMAL07678,SHALOM TIMES,SHALOM TRUST,KER,KOZHIKODE
KERTAM00100,SHALOM TIMES,SHALOM TRUST,KER,KOZHIKODE
KERMAL04407,SUNNY TIMES,"SAMASTHA KERALA, SUNNY YUVAJANA",KER,KOZHIKODE
KERMAL09189,MALAPPURAM TIMES,P K ALANI KUTTY,KER,MALAPPURAM
KERMAL16387,PONNANI TIMES,ABDUL NAZAR KARUPPAM VEETTIL,KER,MALAPPURAM
KERMAL13580,ALATHUR TIMES,A. RAMACHANDRAN,KER,PALAKKAD
KERMAL14794,PALAKKAD TIMES,ABUBACKAR K.S,KER,PALAKKAD
KERMAL16166,JANAPRAKASAM TIMES,JANAPRAKASAM CHARITABLE TRUST,KER,PALAKKAD
KERMAL16423,VALLUVANAD TIMES,MANOJKUMAR Y.N,KER,PALAKKAD
KERMAL11172,BHARAT TIMES,T. ABDUL KHADIR,KER,PATHANAMTHITTA
KERMAL16376,GOSPEL TIMES,GIRIJAKUMARI A,KER,THIRUVANANTHAPURAM
KERMAL11063,TRIVANDRUM TIMES,THOMAS KAITHAPARAMBIL,KER,THIRUVANANTHAPURAM
KERMAL05392,TRAVANCORE TIMES,P S BHAGILALROY,KER,THIRUVANANTHAPURAM
KERBIL02276,NAUTICAL TIMES KERALA,YESUDAS WILLIAM,KER,THIRUVANANTHAPURAM
KERENG02394,THE TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,THIRUVANANTHAPURAM
KERMAL07745,INDIAN TIMES,M ABDUL VAHEED,KER,THIRUVANANTHAPURAM
KERMAL10154,ANANTHAPURI TIMES,ANISH J.KARINAD,KER,THIRUVANANTHAPURAM
KERMAL11238,CITY TIMES,K.THANKAMANY,KER,THIRUVANANTHAPURAM
KERMAL12202,ASIAN TIMES,N.SASI KUMAR,KER,THIRUVANANTHAPURAM
KERMAL15528,POLITICAL TIMES,B. P. SHIBU,KER,THIRUVANANTHAPURAM
KERMAL13296,JOE TIMES,L. JOHN,KER,THIRUVANANTHAPURAM
KERENG02403,SUNDAY TIMES OF INDIA,"BENNETT, COLEMAN & CO.LTD",KER,THIRUVANANTHAPURAM
KERMAL05359,TIMES OF TRICHUR,M. G. NATH,KER,THRISSUR
KERBIL01028,NEW INDIA TIMES,THOLOOR SASIDHARAN,KER,THRISSUR
KERMAL06510,REVIVAL TIMES,MRS. ANNAMMA GEORGE,KER,THRISSUR
KERENG02615,QUADSEN TIMES,RAMDAS VISWANATH MENON,KER,THRISSUR
KERMAL16352,KAIRALI TIMES NEWS,LITTY GEORGE,KER,THRISSUR
KERMAL16220,IRINJALAKUDA TIMES,OUR IJK CHARITABLE TRUST,KER,THRISSUR
KERMAL11255,TRICHUR TIMES,C L B MENON,KER,THRISSUR
LAKMAL00005,DWEEP TIMES,P AMEER,LAK,LAKSHADWEEP
LDENG00002,LEH TIMES,PRADEEP KUMAR,LD,LEH (LADAKH)
JKBIL00315,TIMES OF LADAKH,YOUNG DRUKPA ASSOCIATION,LD,LEH (LADAKH)
LDHIN00003,YETHU TIMES,PANKAJ SINGH,LD,LEH (LADAKH)
MAHURD02096,THE IONDIAN MUSHIM TIMES,,MAH,
MAHMAR50169,JANPATH TIMES,BALASAHEB JAGANNATH BOTHEPATIL,MAH,AHMADNAGAR
MAHMAR48394,MULNIVASI TIMES,SANTOSH BHAUSAHEB VAGHMARE,MAH,AHMADNAGAR
MAHMAR51210,IDEAL TIMES,SACHIN TARACHAND RANDIVE,MAH,AHMADNAGAR
MAHMAR45849,LOKVEER TIMES,SUDHAKAR AMBA DAS HONDE,MAH,AHMADNAGAR
MAHMAR43775,SARWAMAT TIMES,PRADIP JAGANNATH DEOKAR,MAH,AHMADNAGAR
MAHMAR43447,NAVYUVAK TIMES,IMRAN RAFIK PATHAN,MAH,AHMADNAGAR
MAHMAR41392,SAYYAD TIMES,WAHID KADAR SAYYAD,MAH,AHMADNAGAR
MAHMAR41406,JANSHAKTI TIMES,AFROZ SALIM SHAIKH,MAH,AHMADNAGAR
MAHMAR40034,NIRNAYAK TIMES,FIROZ SALIM SHAIKH,MAH,AHMADNAGAR
MAHMAR30424,KHARE SHINGNAPUR TIMES,SHAH AYYUB SAJJAN,MAH,AHMADNAGAR
MAHMAR36329,RATION TIMES,SHAMA MOHMAD SHAIKH,MAH,AHMADNAGAR
MAHMAR43111,HALONAGAR TIMES,GALIB SHAHABUDIN SHAIKH,MAH,AHMADNAGAR
MAHMAR44275,SCHOOL TIMES,NANDKUMAR SADASHIV HAMBARDE,MAH,AHMADNAGAR
MAHMAR48308,SAHAKAR DAIRY TIMES,RANJEETSINH VIJAYSINH DESHMUKH,MAH,AHMADNAGAR
MAHMAR25383,VIKRAM TIMES,BHAVESHBHAI RAMESHBHAI PATEL,MAH,AHMADNAGAR
MAHMAR15657,A.C.TIMES,FIROJ RASUL PATEL,MAH,AHMADNAGAR
MAHMAR15691,ST. LUKE TIMES,ANANT MOHAN PATEKAR,MAH,AHMADNAGAR
MAHMAR39383,DAKSHATA TIMES,BANGARE NILESH KANHAIYALAL,MAH,AHMADNAGAR
MAHMAR10429,DAKSHA POLICE TIMES,RITESH HUKUMCHAND SURANA,MAH,AHMADNAGAR
MAHMAR35314,FAUJADAR TIMES,SANJAY UTTAM KHARAT,MAH,AHMADNAGAR
MAHMAR31791,SHEVGAON TALUKA TIMES,JAWALE RATNAKAR JANARDAN,MAH,AHMADNAGAR
MAHMAR36530,NEWS NINE TIMES,YASH MADUKARRAO THOMBRE,MAH,AHMADNAGAR
MAHMAR44164,AGNI BHRASHTACHAR TIMES,SALIM BABUBHAI PATHAN,MAH,AHMADNAGAR
MAHMAR45030,TIMES OF DUNIYADARI,VIKRAM RAGHUNATH GADHE,MAH,AHMADNAGAR
MAHMAR08414,SANAGMNER TIMES,KISHOR RADHA KISHAN KALRA,MAH,AHMADNAGAR
MAHMAR45484,NILA PRAKASH TIMES,NAJMUDDIN JAINUDDIN SAYYAD,MAH,AHMADNAGAR
MAHMAR39577,VEER LAHUJI TIMES,SANJAY HIRAMAN JADHAV,MAH,AHMADNAGAR
MAHMAR40530,SANGAMNER TIMES,SURYABHAN NIVRUTTI JAYBHAYE,MAH,AHMADNAGAR
MAHMAR06229,SHEVGAON TIMES,PRATIBHA PRAMOD KUMAR CHHAJED,MAH,AHMADNAGAR
MAHMAR47324,KHIWARI TIMES,SANTOSH SOPAN SHINDE,MAH,AHMADNAGAR
MAHMAR32899,SANT NAGAR TIMES,NISHANT VASANT DATIR,MAH,AHMADNAGAR
MAHMAR43432,KOHINOOR TIMES,ABDUL SAMAD ABDUL RAHEMAN CHAUDHARI,MAH,AHMADNAGAR
MAHMAR48842,SAMRADAY MAULI TIMES,DATTATRAYA SHANKARRAO AMBILWADE,MAH,AHMADNAGAR
MAHMAR45284,NIKHIL TIMES,RAVINDRA DINKAR BHOSALE,MAH,AHMADNAGAR
MAHMAR34152,EXECUTIVE ANTICORRUPTION TIMES,DHARMRAJ MURLIDHAR BHARASKAR,MAH,AHMADNAGAR
MAHMAR41787,AHMEDNAGAR CITY TIMES,SATANKAR RAJESH SADASHIV,MAH,AHMADNAGAR
MAHMAR18822,JAGRUTI TIMES,SK.NASIR GAFOOR,MAH,AHMADNAGAR
MAHMAR19851,BHAGAWATI TIMES,SHIVKUMAR VITHAL J.,MAH,AHMADNAGAR
MAHMAR34517,SUPER SARKAR TIMES,AYYUB SAJJAN SHAH,MAH,AHMADNAGAR
MAHMAR24326,SHEETAL TIMES,NARENDRA MADHUKAR LACHAKE,MAH,AHMADNAGAR
